scenario_id,trait,target_direction,condition,prompt_style,loglik_selected_action,loglik_selected_direction,action_ids,action_texts,action_directions,action_logliks,action_normalized_logliks,action_softmax_probs,trait_score,trait_target_score,trait_target_attainment
trait_agreeableness_00711,agreeableness,high,as_pas_only,none,trait_agreeableness_00711_act_002,low,"['trait_agreeableness_00711_act_001', 'trait_agreeableness_00711_act_002', 'trait_agreeableness_00711_act_003', 'trait_agreeableness_00711_act_004']","['Perhaps you might weigh the emotional costs against the professional gains and decide if the move aligns with your long-term personal happiness and career goals.', 'Take the job; advancing in your career is a priority, and the significant pay increase justifies the move.', 'You could consider accepting the job and finding ways to maintain strong relationships with your family and friends through regular visits and digital communication.', 'Move to the new city; it’s a valuable opportunity for professional growth, and personal relationships can adapt if they’re truly important.']","['high', 'low', 'high', 'low']","[-13.953125, -0.03912353515625, -13.9375, -7.90625]","[-0.49832589285714285, -0.0017783425071022727, -0.5575, -0.30408653846153844]","[0.20833471417427063, 0.3423020541667938, 0.19636434316635132, 0.252998948097229]",0.40469903321867984,0.40469903321867984,-0.09530096678132016
trait_agreeableness_00712,agreeableness,high,as_pas_only,none,trait_agreeableness_00712_act_004,high,"['trait_agreeableness_00712_act_001', 'trait_agreeableness_00712_act_002', 'trait_agreeableness_00712_act_003', 'trait_agreeableness_00712_act_004']","['Consider leveraging your time on more personal meetings where you can have genuine interactions, rather than a large industry event.', 'Skip the dinner if it really goes against your preferences and focus on networking in ways that make you feel comfortable.', 'You might find it rewarding to go and connect with a few people, making the experience more manageable and meaningful for you.', 'Consider attending the dinner to nurture relationships that could be beneficial for future collaborations or opportunities.']","['low', 'low', 'high', 'high']","[-5.44140625, -1.6357421875, -2.072265625, -0.50244140625]","[-0.24733664772727273, -0.07435191761363637, -0.08634440104166667, -0.029555376838235295]","[0.2170685976743698, 0.25806155800819397, 0.2549852430820465, 0.2698846459388733]",0.5248698655574083,0.5248698655574083,0.024869865557408333
trait_agreeableness_00713,agreeableness,high,as_pas_only,none,trait_agreeableness_00713_act_004,low,"['trait_agreeableness_00713_act_001', 'trait_agreeableness_00713_act_002', 'trait_agreeableness_00713_act_003', 'trait_agreeableness_00713_act_004']","[""You could accept the nomination gracefully as it honors not just your work but also your team's effort."", 'Perhaps you might consider a compromise by accepting the nomination and requesting a more low-key acknowledgment at the ceremony.', 'Decline the nomination if it makes you uncomfortable; maintaining your personal comfort is more important than external recognition.', 'You might just let them know that while you appreciate the gesture, you prefer achievements to be celebrated internally rather than publicly.']","['high', 'high', 'low', 'low']","[-4.0390625, -0.90478515625, -8.375, -0.88427734375]","[-0.201953125, -0.04308500744047619, -0.39880952380952384, -0.036844889322916664]","[0.23963502049446106, 0.2808961868286133, 0.19681429862976074, 0.2826544940471649]",0.5205312073230743,0.5205312073230743,0.02053120732307434
trait_agreeableness_00714,agreeableness,high,as_pas_only,none,trait_agreeableness_00714_act_002,high,"['trait_agreeableness_00714_act_001', 'trait_agreeableness_00714_act_002', 'trait_agreeableness_00714_act_003', 'trait_agreeableness_00714_act_004']","['Just let them know that your current responsibilities cannot be set aside, and you must prioritize completing your pending work this weekend.', 'You might consider delegating some of your tasks or rescheduling commitments so you can join your friends and maintain those cherished relationships.', 'Suggest an alternate weekend for the getaway when you are less busy, demonstrating your interest while staying committed to your personal obligations.', 'Perhaps you could work a few extra hours before the weekend to clear up some urgent tasks, allowing you to enjoy the getaway without worries.']","['low', 'high', 'low', 'high']","[-13.4609375, -0.400634765625, -1.1796875, -3.9765625]","[-0.5608723958333334, -0.016025390625, -0.0471875, -0.1472800925925926]","[0.16926132142543793, 0.2918648421764374, 0.28290998935699463, 0.25596383213996887]",0.5478286824796897,0.5478286824796897,0.047828682479689744
trait_agreeableness_00715,agreeableness,high,as_pas_only,none,trait_agreeableness_00715_act_001,high,"['trait_agreeableness_00715_act_001', 'trait_agreeableness_00715_act_002', 'trait_agreeableness_00715_act_003', 'trait_agreeableness_00715_act_004']","['Suggest a team coffee break for everyone to refresh and help Ulisess feel less isolated in his stress.', 'Advise Ulisess to delegate some tasks to others to manage his workload better, which might alleviate his stress.', 'Offer to take a short walk with Ulisess during lunch, allowing for a change of scenery and a physical break from work.', 'Recommend that Ulisess reevaluate his project timeline and priorities, possibly pushing back less critical tasks.']","['high', 'low', 'high', 'low']","[-0.0457763671875, -4.734375, -3.419921875, -5.953125]","[-0.002080743963068182, -0.20584239130434784, -0.13153545673076922, -0.29765625]","[0.2908385097980499, 0.23722440004348755, 0.2555232644081116, 0.21641387045383453]",0.546361749781888,0.546361749781888,0.046361749781888006
trait_agreeableness_00716,agreeableness,high,as_pas_only,none,trait_agreeableness_00716_act_003,high,"['trait_agreeableness_00716_act_001', 'trait_agreeableness_00716_act_002', 'trait_agreeableness_00716_act_003', 'trait_agreeableness_00716_act_004']","['Decline the invitation as your workload and commitments cannot be compromised for additional social events.', 'Skip the ball; prioritize completing your major project and maintaining your current commitments.', ""Maybe you could go to the ball with Ranvir but let him know in advance that you'll need to leave early to manage your other commitments."", 'Consider attending the charity ball for just a short time to show support before focusing back on your project.']","['low', 'low', 'high', 'high']","[-4.28125, -3.3984375, -0.1746826171875, -6.16015625]","[-0.25183823529411764, -0.2265625, -0.006023538523706897, -0.3080078125]","[0.23531410098075867, 0.2413376271724701, 0.3008873462677002, 0.22246097028255463]",0.523348293154763,0.523348293154763,0.023348293154762945
trait_agreeableness_00717,agreeableness,high,as_pas_only,none,trait_agreeableness_00717_act_003,low,"['trait_agreeableness_00717_act_001', 'trait_agreeableness_00717_act_002', 'trait_agreeableness_00717_act_003', 'trait_agreeableness_00717_act_004']","['Consider crafting homemade gifts, which can be both meaningful and budget-friendly.', 'You might also think about baking treats to bring to the parties, as this is an affordable and heartfelt alternative to traditional gifts.', 'Just opt out of gift-giving and explain your financial situation honestly if anyone asks.', 'Alternatively, buy a single bulk gift item that you can split among the various parties to minimize costs.']","['high', 'high', 'low', 'low']","[-2.748046875, -7.6015625, -0.0809326171875, -10.609375]","[-0.1962890625, -0.3040625, -0.0047607421875, -0.53046875]","[0.26144781708717346, 0.23473595082759857, 0.3166392147541046, 0.18717706203460693]",0.4961837457336301,0.4961837457336301,-0.0038162542663698895
trait_agreeableness_00718,agreeableness,high,as_pas_only,none,trait_agreeableness_00718_act_001,low,"['trait_agreeableness_00718_act_001', 'trait_agreeableness_00718_act_002', 'trait_agreeableness_00718_act_003', 'trait_agreeableness_00718_act_004']","[""You should remain neutral, not laughing or reacting, to clearly indicate that such jokes aren't suitable for the workplace."", ""You might offer a light smile to acknowledge Geordie's attempt at humor without encouraging the nature of the joke."", 'Address Geordie later in private, suggesting that he consider the timing and content of his jokes more carefully in the future.', 'Perhaps gently change the subject to help move the conversation away from the joke and towards more appropriate meeting topics.']","['low', 'high', 'low', 'high']","[-0.0117950439453125, -4.51171875, -8.78125, -7.765625]","[-0.0005128279976222826, -0.1961616847826087, -0.35125, -0.3697916666666667]","[0.31078076362609863, 0.25555530190467834, 0.21884211897850037, 0.21482181549072266]",0.470377117395401,0.470377117395401,-0.029622882604599
trait_agreeableness_00719,agreeableness,high,as_pas_only,none,trait_agreeableness_00719_act_002,low,"['trait_agreeableness_00719_act_001', 'trait_agreeableness_00719_act_002', 'trait_agreeableness_00719_act_003', 'trait_agreeableness_00719_act_004']","['You might consider asking her if there’s anything specific you can do to help, showing your support goes beyond just professional boundaries.', 'Evaluate if sending flowers could set a precedent you’re uncomfortable with; maintaining professional boundaries is crucial.', 'Sending a thoughtful card along with the flowers can express your support and empathy during her difficult times.', 'Consider simply acknowledging her situation verbally when appropriate, which keeps the support subtle and professional.']","['high', 'low', 'high', 'low']","[-13.0625, -0.4248046875, -3.177734375, -3.185546875]","[-0.5225, -0.02235814144736842, -0.16724917763157895, -0.18738511029411764]","[0.18269528448581696, 0.30125635862350464, 0.2606218755245209, 0.25542646646499634]",0.4433171666162784,0.4433171666162784,-0.0566828333837216
trait_agreeableness_00720,agreeableness,high,as_pas_only,none,trait_agreeableness_00720_act_003,high,"['trait_agreeableness_00720_act_001', 'trait_agreeableness_00720_act_002', 'trait_agreeableness_00720_act_003', 'trait_agreeableness_00720_act_004']","['Suggest that Shandel looks into affordable financing or leasing options for a new laptop instead of giving yours away.', 'Keep the laptop for yourself since it could be useful for your future needs, and Shandel can explore other options to acquire one.', 'Consider surprising Shandel with the laptop, making it a heartfelt gesture to help them succeed in their projects.', 'You could gift the laptop to Shandel, as it would really boost their productivity and show how much you support their endeavors.']","['low', 'low', 'high', 'high']","[-1.423828125, -11.84375, -0.7373046875, -2.017578125]","[-0.06471946022727272, -0.45552884615384615, -0.03510974702380952, -0.080703125]","[0.27095094323158264, 0.18330079317092896, 0.2790936827659607, 0.2666545808315277]",0.5457482635974884,0.5457482635974884,0.0457482635974884
trait_agreeableness_00721,agreeableness,high,as_pas_only,none,trait_agreeableness_00721_act_001,high,"['trait_agreeableness_00721_act_001', 'trait_agreeableness_00721_act_002', 'trait_agreeableness_00721_act_003', 'trait_agreeableness_00721_act_004']","['You might consider gently expressing to Loujain how much effort and care you put into looking after their cat, which could naturally lead them to offer some form of gratitude.', 'Perhaps you could ask Loujain if they’d be willing to cover the costs you incurred while caring for their pet, as a kind gesture of appreciation.', 'Directly ask Loujain for a compensation for the expenses and time you invested in taking care of the cat, emphasizing that it is only fair.', 'Tell Loujain that taking care of their cat involved certain costs and effort on your part, and it would be reasonable to expect some form of compensation for your troubles.']","['high', 'high', 'low', 'low']","[-0.1431884765625, -3.486328125, -2.41015625, -5.78125]","[-0.00421142578125, -0.11246219758064516, -0.08033854166666667, -0.17003676470588236]","[0.272383451461792, 0.2444375902414322, 0.25241729617118835, 0.23076167702674866]",0.5168210340019906,0.5168210340019906,0.016821034001990642
trait_agreeableness_00722,agreeableness,high,as_pas_only,none,trait_agreeableness_00722_act_002,high,"['trait_agreeableness_00722_act_001', 'trait_agreeableness_00722_act_002', 'trait_agreeableness_00722_act_003', 'trait_agreeableness_00722_act_004']","['Politely decline, explaining that you already have commitments to your personal health this weekend.', 'Offer to help Nazair for a few hours on one day of the weekend so you can also have time for your relaxation.', 'Suggest that Nazair asks other friends who might not already have plans, as your weekend is already booked for personal time.', ""Suggest that Nazair could hire professional movers and you'll provide support by organizing meals or refreshments for everyone on the moving day.""]","['low', 'high', 'low', 'high']","[-3.904296875, -0.037109375, -7.01953125, -4.234375]","[-0.22966452205882354, -0.001484375, -0.28078125, -0.1568287037037037]","[0.23353391885757446, 0.2933913767337799, 0.22189639508724213, 0.2511783242225647]",0.5445696928416238,0.5445696928416238,0.04456969284162382
trait_agreeableness_00723,agreeableness,high,as_pas_only,none,trait_agreeableness_00723_act_002,low,"['trait_agreeableness_00723_act_001', 'trait_agreeableness_00723_act_002', 'trait_agreeableness_00723_act_003', 'trait_agreeableness_00723_act_004']","[""Maybe express to Tavleen how you're feeling and ask if she's open to the idea of ordering a ride for you, so she can continue enjoying the party."", 'Tell Tavleen directly that you need to leave for your own comfort, regardless of her having fun.', 'You could suggest a compromise to Tavleen; perhaps staying just a bit longer to meet her happiness, then leaving together.', 'Inform Tavleen that you are calling a taxi for yourself because you want to leave now.']","['high', 'low', 'high', 'low']","[-1.67578125, -0.884765625, -1.89453125, -1.59765625]","[-0.04928768382352941, -0.04213169642857143, -0.07578125, -0.08408717105263158]","[0.25336754322052, 0.25518715381622314, 0.2467430830001831, 0.24470214545726776]",0.5001106634818512,0.5001106634818512,0.00011066348185118091
trait_agreeableness_00724,agreeableness,high,as_pas_only,none,trait_agreeableness_00724_act_004,high,"['trait_agreeableness_00724_act_001', 'trait_agreeableness_00724_act_002', 'trait_agreeableness_00724_act_003', 'trait_agreeableness_00724_act_004']","['Suggest that Josalyn finds an alternative or waits for another time when you are less occupied.', 'Keep your business appointment as planned; it’s important to prioritize commitments that impact your professional goals.', 'Perhaps offer to help Josalyn after your business appointment, blending commitment with your supportive nature.', ""You might consider rescheduling the business appointment if Josalyn's request could foster a supportive relationship.""]","['low', 'low', 'high', 'high']","[-6.77734375, -15.8671875, -1.6201171875, -0.307861328125]","[-0.3388671875, -0.8351151315789473, -0.08526932565789473, -0.01539306640625]","[0.23367846012115479, 0.1422659456729889, 0.3011305630207062, 0.32292503118515015]",0.6240555942058563,0.6240555942058563,0.12405559420585632
trait_agreeableness_00725,agreeableness,high,as_pas_only,none,trait_agreeableness_00725_act_002,high,"['trait_agreeableness_00725_act_001', 'trait_agreeableness_00725_act_002', 'trait_agreeableness_00725_act_003', 'trait_agreeableness_00725_act_004']","[""Apologize sincerely to Webber for the comment and ask them how they feel or if there's anything they'd like to talk about."", 'Express your regret over the upsetting comment, then gently shift the conversation towards a topic that Webber enjoys to lighten the mood.', 'Clarify your comment to Webber, explaining your point of view so they understand your perspective better.', 'Ask Webber to explain why your comment upset them, which can lead to a clearer understanding on both sides.']","['high', 'high', 'low', 'low']","[-0.869140625, -0.55615234375, -5.48828125, -7.8359375]","[-0.031040736607142856, -0.02224609375, -0.2744140625, -0.3561789772727273]","[0.2844756245613098, 0.2869885265827179, 0.22302286326885223, 0.20551303029060364]",0.5714641255975905,0.5714641255975905,0.07146412559759052
trait_agreeableness_00726,agreeableness,high,as_pas_only,none,trait_agreeableness_00726_act_002,high,"['trait_agreeableness_00726_act_001', 'trait_agreeableness_00726_act_002', 'trait_agreeableness_00726_act_003', 'trait_agreeableness_00726_act_004']","['Suggest that Stevielynn should speak to a financial advisor to better manage her expenses and debt.', 'Offer to help Stevielynn by covering some of her medical expenses or by lending her money if that feels right to you.', 'Advise Stevielynn to negotiate the bills or seek cheaper medical alternatives for future treatments.', 'Consider providing support by helping Stevielynn find financial aid programs or charities that assist with medical bills.']","['low', 'high', 'low', 'high']","[-7.70703125, -0.0025577545166015625, -6.34765625, -8.6875]","[-0.3670014880952381, -9.837517371544472e-05, -0.3340871710526316, -0.41369047619047616]","[0.22567738592624664, 0.3257106840610504, 0.23322898149490356, 0.2153829038143158]",0.5410936120641356,0.5410936120641356,0.04109361206413564
trait_agreeableness_00727,agreeableness,high,as_pas_only,none,trait_agreeableness_00727_act_003,high,"['trait_agreeableness_00727_act_001', 'trait_agreeableness_00727_act_002', 'trait_agreeableness_00727_act_003', 'trait_agreeableness_00727_act_004']","['Consider starting with the positive aspects of the policy, then transition into your concerns, ensuring you maintain a respectful tone throughout.', 'Directly challenge the policy by presenting strong, logical arguments against it and demand a review from management.', 'You could express your concerns by highlighting how the policy impacts team morale, and gently suggest possible alternatives that could benefit everyone.', ""Question the policy's fairness and effectiveness in the meeting, and push for an immediate reconsideration by presenting the overall dissatisfaction of your colleagues.""]","['high', 'low', 'high', 'low']","[-2.703125, -8.140625, -1.2822265625, -3.984375]","[-0.11263020833333333, -0.40703125, -0.053426106770833336, -0.14756944444444445]","[0.26513707637786865, 0.19752120971679688, 0.28130826354026794, 0.25603336095809937]",0.5464453887741615,0.5464453887741615,0.04644538877416149
trait_agreeableness_00728,agreeableness,high,as_pas_only,none,trait_agreeableness_00728_act_004,high,"['trait_agreeableness_00728_act_001', 'trait_agreeableness_00728_act_002', 'trait_agreeableness_00728_act_003', 'trait_agreeableness_00728_act_004']","[""Propose a formal vote on the project during the next team meeting to decisively address and move beyond Kashtin's opposition."", ""Firmly defend your project's merits in the next meeting, showcasing robust evidence and data to counter his objections."", 'Consider inviting Kashtin to co-present the project, integrating his viewpoints to strengthen the proposal.', 'Schedule a one-on-one meeting with Kashtin to understand his concerns and discuss potential compromises.']","['low', 'low', 'high', 'high']","[-2.73828125, -1.927734375, -2.033203125, -0.423828125]","[-0.10531850961538461, -0.08381453804347826, -0.10701069078947369, -0.02230674342105263]","[0.2435103952884674, 0.24880355596542358, 0.2430986911058426, 0.2645873427391052]",0.5076860414100594,0.5076860414100594,0.007686041410059352
trait_agreeableness_00729,agreeableness,high,as_pas_only,none,trait_agreeableness_00729_act_001,high,"['trait_agreeableness_00729_act_001', 'trait_agreeableness_00729_act_002', 'trait_agreeableness_00729_act_003', 'trait_agreeableness_00729_act_004']","['Offer to spend time with Janely, perhaps going for a walk or watching a movie together to help her feel less alone.', 'Consider sending Janely a care package filled with her favorite treats and a heartfelt note to show your support and affection.', 'Encourage Janely to join a support group where she can connect with people who understand her grief and can offer perspective.', 'Suggest that Janely seeks professional counseling to address her feelings of hopelessness and to develop coping strategies.']","['high', 'high', 'low', 'low']","[-1.810546875, -3.623046875, -4.08203125, -2.935546875]","[-0.072421875, -0.15752377717391305, -0.17008463541666666, -0.13978794642857142]","[0.26594144105911255, 0.24424558877944946, 0.24119684100151062, 0.24861612915992737]",0.510187029838562,0.510187029838562,0.010187029838562012
trait_agreeableness_00730,agreeableness,high,as_pas_only,none,trait_agreeableness_00730_act_001,low,"['trait_agreeableness_00730_act_001', 'trait_agreeableness_00730_act_002', 'trait_agreeableness_00730_act_003', 'trait_agreeableness_00730_act_004']","['Withhold Meital’s paycheck as a firm action to underline the seriousness of the performance issues and motivate improvement.', 'Consider setting up a meeting with Meital to openly discuss performance issues and explore supportive measures to help improve their work.', 'Implement a direct policy that ties Meital’s pay to specific performance metrics, ensuring accountability and immediate consequences for underperformance.', 'You might want to create an improvement plan that outlines clear goals and timelines for Meital, providing regular feedback and encouragement.']","['low', 'high', 'low', 'high']","[-0.00033855438232421875, -9.796875, -10.7265625, -21.859375]","[-1.538883556019176e-05, -0.42595108695652173, -0.4469401041666667, -0.9108072916666666]","[0.37106359004974365, 0.24236325919628143, 0.23732931911945343, 0.14924384653568268]",0.3916070998965636,0.3916070998965636,-0.10839290010343638
trait_agreeableness_00731,agreeableness,high,as_pas_only,none,trait_agreeableness_00731_act_003,high,"['trait_agreeableness_00731_act_001', 'trait_agreeableness_00731_act_002', 'trait_agreeableness_00731_act_003', 'trait_agreeableness_00731_act_004']","['Perhaps you could delegate some of your responsibilities to other volunteers, which would allow you to continue supporting the charity while also managing your stress better.', ""It's practical to prioritize your own health and professional duties over volunteering; you can always return to it when you're in a better position."", 'You might consider reducing your hours slightly and finding a schedule that allows more time for rest, maintaining your commitment but taking care of your health too.', 'Consider taking a complete break from volunteering to focus entirely on your personal and professional life until you feel less overwhelmed.']","['high', 'low', 'high', 'low']","[-2.68359375, -4.26171875, -0.2060546875, -2.470703125]","[-0.09584263392857142, -0.15220424107142858, -0.007105334051724138, -0.1123046875]","[0.2486533224582672, 0.23502644896507263, 0.2717267572879791, 0.24459350109100342]",0.5203800642377119,0.5203800642377119,0.02038006423771188
