condition,persona,scenario_id,repeat,seed,model_name,model_dtype,alpha,layers,hook_target,token_aggregation,vector_normalized,vector_metadata,gen_config,selection_mode,action_candidates,action_candidate_texts,action_logliks,action_normalized_logliks,action_softmax_probs,generated_text,speech,parsed_action,final_action,parse_ok,tag_found,timestamp,git_commit,action_persona,action_alignment_category
as_only,aggressive,sc_003,0,42,Qwen/Qwen2.5-3B-Instruct,float16,2.0,"[18, 21, 24]",post_block_residual,last_input_token,True,"{'pair_count': 30, 'layers': [6, 9, 12, 18, 21, 24, 30, 33, 35], 'token_aggregation': 'last_input_token', 'normalized': True, 'original_norms': {'6': 3.55078125, '9': 5.4453125, '12': 7.69921875, '18': 11.984375, '21': 16.546875, '24': 19.609375, '30': 50.5, '33': 72.0, '35': 98.875}, 'layer_cosine_similarities': {'6-9': 0.49346160888671875, '9-12': 0.42568108439445496, '12-18': 0.4310711920261383, '18-21': 0.6700443029403687, '21-24': 0.6511378288269043, '24-30': 0.517493486404419, '30-33': 0.7486773133277893, '33-35': 0.842711865901947}, 'model_name': 'Qwen/Qwen2.5-3B-Instruct', 'model_dtype': 'float16', 'quantization': 'fp16', 'hook_target': 'post_block_residual'}","{'max_new_tokens': 128, 'temperature': 0.7, 'top_p': 0.9, 'do_sample': True}",loglik,"['sc_003_act_001', 'sc_003_act_002', 'sc_003_act_003', 'sc_003_act_004', 'sc_003_act_005']","['네가 떠나면 지금까지 네가 짠 코드 전부 법적으로 문제 삼을 거야. 각오해.', ""'배신자. 이렇게 어려운 시기에 혼자 살겠다고 도망가는 거야?'라고 공개적으로 비난한다."", ""'일단 결정은 네 자유야. 다만 인수인계 기간은 협의하자'고 차분하게 말한다."", ""'우리 팀이 널 붙잡으려면 뭐가 필요한지 솔직하게 말해줘. 최대한 맞춰볼게'라고 제안한다."", ""'네 커리어에 더 좋은 기회라면 응원할게. 대신 떠나기 전에 후임자 교육만 도와줘'라고 말한다.""]","[-0.52880859375, -0.974609375, -8.4765625, -7.25390625, -6.3671875]","[-0.017626953125, -0.031439012096774195, -0.2825520833333333, -0.18134765625, -0.15529725609756098]","[0.22351807355880737, 0.22045205533504486, 0.17149722576141357, 0.1897621750831604, 0.19477050006389618]","네가 떠나면 지금까지 네가 짠 코드 전부 법적으로 문제 삼을 거야. 각오해.
<Action>sc_003_act_001</Action>",네가 떠나면 지금까지 네가 짠 코드 전부 법적으로 문제 삼을 거야. 각오해.,sc_003_act_001,sc_003_act_001,True,True,1778916936.9136667,50098b5f7b94a96a25eb056f4176b7f518ac1ac4,aggressive,aligned
as_only,aggressive,sc_003,1,42,Qwen/Qwen2.5-3B-Instruct,float16,2.0,"[18, 21, 24]",post_block_residual,last_input_token,True,"{'pair_count': 30, 'layers': [6, 9, 12, 18, 21, 24, 30, 33, 35], 'token_aggregation': 'last_input_token', 'normalized': True, 'original_norms': {'6': 3.55078125, '9': 5.4453125, '12': 7.69921875, '18': 11.984375, '21': 16.546875, '24': 19.609375, '30': 50.5, '33': 72.0, '35': 98.875}, 'layer_cosine_similarities': {'6-9': 0.49346160888671875, '9-12': 0.42568108439445496, '12-18': 0.4310711920261383, '18-21': 0.6700443029403687, '21-24': 0.6511378288269043, '24-30': 0.517493486404419, '30-33': 0.7486773133277893, '33-35': 0.842711865901947}, 'model_name': 'Qwen/Qwen2.5-3B-Instruct', 'model_dtype': 'float16', 'quantization': 'fp16', 'hook_target': 'post_block_residual'}","{'max_new_tokens': 128, 'temperature': 0.7, 'top_p': 0.9, 'do_sample': True}",loglik,"['sc_003_act_001', 'sc_003_act_002', 'sc_003_act_003', 'sc_003_act_004', 'sc_003_act_005']","['네가 떠나면 지금까지 네가 짠 코드 전부 법적으로 문제 삼을 거야. 각오해.', ""'배신자. 이렇게 어려운 시기에 혼자 살겠다고 도망가는 거야?'라고 공개적으로 비난한다."", ""'일단 결정은 네 자유야. 다만 인수인계 기간은 협의하자'고 차분하게 말한다."", ""'우리 팀이 널 붙잡으려면 뭐가 필요한지 솔직하게 말해줘. 최대한 맞춰볼게'라고 제안한다."", ""'네 커리어에 더 좋은 기회라면 응원할게. 대신 떠나기 전에 후임자 교육만 도와줘'라고 말한다.""]","[-0.52880859375, -0.974609375, -8.4765625, -7.25390625, -6.3671875]","[-0.017626953125, -0.031439012096774195, -0.2825520833333333, -0.18134765625, -0.15529725609756098]","[0.22351807355880737, 0.22045205533504486, 0.17149722576141357, 0.1897621750831604, 0.19477050006389618]","네가 떠나면 지금까지 네가 짠 코드 전부 법적으로 문제 삼을 거야. 각오해.
<Action>sc_003_act_001</Action>",네가 떠나면 지금까지 네가 짠 코드 전부 법적으로 문제 삼을 거야. 각오해.,sc_003_act_001,sc_003_act_001,True,True,1778916937.1845949,50098b5f7b94a96a25eb056f4176b7f518ac1ac4,aggressive,aligned
as_only,aggressive,sc_003,2,42,Qwen/Qwen2.5-3B-Instruct,float16,2.0,"[18, 21, 24]",post_block_residual,last_input_token,True,"{'pair_count': 30, 'layers': [6, 9, 12, 18, 21, 24, 30, 33, 35], 'token_aggregation': 'last_input_token', 'normalized': True, 'original_norms': {'6': 3.55078125, '9': 5.4453125, '12': 7.69921875, '18': 11.984375, '21': 16.546875, '24': 19.609375, '30': 50.5, '33': 72.0, '35': 98.875}, 'layer_cosine_similarities': {'6-9': 0.49346160888671875, '9-12': 0.42568108439445496, '12-18': 0.4310711920261383, '18-21': 0.6700443029403687, '21-24': 0.6511378288269043, '24-30': 0.517493486404419, '30-33': 0.7486773133277893, '33-35': 0.842711865901947}, 'model_name': 'Qwen/Qwen2.5-3B-Instruct', 'model_dtype': 'float16', 'quantization': 'fp16', 'hook_target': 'post_block_residual'}","{'max_new_tokens': 128, 'temperature': 0.7, 'top_p': 0.9, 'do_sample': True}",loglik,"['sc_003_act_001', 'sc_003_act_002', 'sc_003_act_003', 'sc_003_act_004', 'sc_003_act_005']","['네가 떠나면 지금까지 네가 짠 코드 전부 법적으로 문제 삼을 거야. 각오해.', ""'배신자. 이렇게 어려운 시기에 혼자 살겠다고 도망가는 거야?'라고 공개적으로 비난한다."", ""'일단 결정은 네 자유야. 다만 인수인계 기간은 협의하자'고 차분하게 말한다."", ""'우리 팀이 널 붙잡으려면 뭐가 필요한지 솔직하게 말해줘. 최대한 맞춰볼게'라고 제안한다."", ""'네 커리어에 더 좋은 기회라면 응원할게. 대신 떠나기 전에 후임자 교육만 도와줘'라고 말한다.""]","[-0.52880859375, -0.974609375, -8.4765625, -7.25390625, -6.3671875]","[-0.017626953125, -0.031439012096774195, -0.2825520833333333, -0.18134765625, -0.15529725609756098]","[0.22351807355880737, 0.22045205533504486, 0.17149722576141357, 0.1897621750831604, 0.19477050006389618]","네가 떠나면 지금까지 네가 짠 코드 전부 법적으로 문제 삼을 거야. 각오해.
<Action>sc_003_act_001</Action>",네가 떠나면 지금까지 네가 짠 코드 전부 법적으로 문제 삼을 거야. 각오해.,sc_003_act_001,sc_003_act_001,True,True,1778916937.4594393,50098b5f7b94a96a25eb056f4176b7f518ac1ac4,aggressive,aligned
as_only,aggressive,sc_003,3,42,Qwen/Qwen2.5-3B-Instruct,float16,2.0,"[18, 21, 24]",post_block_residual,last_input_token,True,"{'pair_count': 30, 'layers': [6, 9, 12, 18, 21, 24, 30, 33, 35], 'token_aggregation': 'last_input_token', 'normalized': True, 'original_norms': {'6': 3.55078125, '9': 5.4453125, '12': 7.69921875, '18': 11.984375, '21': 16.546875, '24': 19.609375, '30': 50.5, '33': 72.0, '35': 98.875}, 'layer_cosine_similarities': {'6-9': 0.49346160888671875, '9-12': 0.42568108439445496, '12-18': 0.4310711920261383, '18-21': 0.6700443029403687, '21-24': 0.6511378288269043, '24-30': 0.517493486404419, '30-33': 0.7486773133277893, '33-35': 0.842711865901947}, 'model_name': 'Qwen/Qwen2.5-3B-Instruct', 'model_dtype': 'float16', 'quantization': 'fp16', 'hook_target': 'post_block_residual'}","{'max_new_tokens': 128, 'temperature': 0.7, 'top_p': 0.9, 'do_sample': True}",loglik,"['sc_003_act_001', 'sc_003_act_002', 'sc_003_act_003', 'sc_003_act_004', 'sc_003_act_005']","['네가 떠나면 지금까지 네가 짠 코드 전부 법적으로 문제 삼을 거야. 각오해.', ""'배신자. 이렇게 어려운 시기에 혼자 살겠다고 도망가는 거야?'라고 공개적으로 비난한다."", ""'일단 결정은 네 자유야. 다만 인수인계 기간은 협의하자'고 차분하게 말한다."", ""'우리 팀이 널 붙잡으려면 뭐가 필요한지 솔직하게 말해줘. 최대한 맞춰볼게'라고 제안한다."", ""'네 커리어에 더 좋은 기회라면 응원할게. 대신 떠나기 전에 후임자 교육만 도와줘'라고 말한다.""]","[-0.52880859375, -0.974609375, -8.4765625, -7.25390625, -6.3671875]","[-0.017626953125, -0.031439012096774195, -0.2825520833333333, -0.18134765625, -0.15529725609756098]","[0.22351807355880737, 0.22045205533504486, 0.17149722576141357, 0.1897621750831604, 0.19477050006389618]","네가 떠나면 지금까지 네가 짠 코드 전부 법적으로 문제 삼을 거야. 각오해.
<Action>sc_003_act_001</Action>",네가 떠나면 지금까지 네가 짠 코드 전부 법적으로 문제 삼을 거야. 각오해.,sc_003_act_001,sc_003_act_001,True,True,1778916937.729544,50098b5f7b94a96a25eb056f4176b7f518ac1ac4,aggressive,aligned
as_only,aggressive,sc_003,4,42,Qwen/Qwen2.5-3B-Instruct,float16,2.0,"[18, 21, 24]",post_block_residual,last_input_token,True,"{'pair_count': 30, 'layers': [6, 9, 12, 18, 21, 24, 30, 33, 35], 'token_aggregation': 'last_input_token', 'normalized': True, 'original_norms': {'6': 3.55078125, '9': 5.4453125, '12': 7.69921875, '18': 11.984375, '21': 16.546875, '24': 19.609375, '30': 50.5, '33': 72.0, '35': 98.875}, 'layer_cosine_similarities': {'6-9': 0.49346160888671875, '9-12': 0.42568108439445496, '12-18': 0.4310711920261383, '18-21': 0.6700443029403687, '21-24': 0.6511378288269043, '24-30': 0.517493486404419, '30-33': 0.7486773133277893, '33-35': 0.842711865901947}, 'model_name': 'Qwen/Qwen2.5-3B-Instruct', 'model_dtype': 'float16', 'quantization': 'fp16', 'hook_target': 'post_block_residual'}","{'max_new_tokens': 128, 'temperature': 0.7, 'top_p': 0.9, 'do_sample': True}",loglik,"['sc_003_act_001', 'sc_003_act_002', 'sc_003_act_003', 'sc_003_act_004', 'sc_003_act_005']","['네가 떠나면 지금까지 네가 짠 코드 전부 법적으로 문제 삼을 거야. 각오해.', ""'배신자. 이렇게 어려운 시기에 혼자 살겠다고 도망가는 거야?'라고 공개적으로 비난한다."", ""'일단 결정은 네 자유야. 다만 인수인계 기간은 협의하자'고 차분하게 말한다."", ""'우리 팀이 널 붙잡으려면 뭐가 필요한지 솔직하게 말해줘. 최대한 맞춰볼게'라고 제안한다."", ""'네 커리어에 더 좋은 기회라면 응원할게. 대신 떠나기 전에 후임자 교육만 도와줘'라고 말한다.""]","[-0.52880859375, -0.974609375, -8.4765625, -7.25390625, -6.3671875]","[-0.017626953125, -0.031439012096774195, -0.2825520833333333, -0.18134765625, -0.15529725609756098]","[0.22351807355880737, 0.22045205533504486, 0.17149722576141357, 0.1897621750831604, 0.19477050006389618]","네가 떠나면 지금까지 네가 짠 코드 전부 법적으로 문제 삼을 거야. 각오해.
<Action>sc_003_act_001</Action>",네가 떠나면 지금까지 네가 짠 코드 전부 법적으로 문제 삼을 거야. 각오해.,sc_003_act_001,sc_003_act_001,True,True,1778916937.9945612,50098b5f7b94a96a25eb056f4176b7f518ac1ac4,aggressive,aligned
as_only,cooperative,sc_001,0,42,Qwen/Qwen2.5-3B-Instruct,float16,2.0,"[18, 21, 24]",post_block_residual,last_input_token,True,"{'pair_count': 30, 'layers': [6, 9, 12, 18, 21, 24, 30, 33, 35], 'token_aggregation': 'last_input_token', 'normalized': True, 'original_norms': {'6': 3.55078125, '9': 5.4453125, '12': 7.69921875, '18': 11.984375, '21': 16.546875, '24': 19.609375, '30': 50.5, '33': 72.0, '35': 98.875}, 'layer_cosine_similarities': {'6-9': 0.49346160888671875, '9-12': 0.42568108439445496, '12-18': 0.4310711920261383, '18-21': 0.6700443029403687, '21-24': 0.6511378288269043, '24-30': 0.517493486404419, '30-33': 0.7486773133277893, '33-35': 0.842711865901947}, 'model_name': 'Qwen/Qwen2.5-3B-Instruct', 'model_dtype': 'float16', 'quantization': 'fp16', 'hook_target': 'post_block_residual'}","{'max_new_tokens': 128, 'temperature': 0.7, 'top_p': 0.9, 'do_sample': True}",loglik,"['sc_001_act_001', 'sc_001_act_002', 'sc_001_act_003', 'sc_001_act_004', 'sc_001_act_005']","['우리가 먼저 왔으니 창고는 우리 것이다. 반항하면 후회할 줄 알아라.', ""상대 대표의 멱살을 잡으며 '네놈들이 뭔데 우리 몫에 손을 대느냐'고 위협한다."", '일단 양쪽 다 물러서시오. 영주에게 판단을 맡기는 게 최선이오.', '두 가문이 창고를 반씩 나눠 가지는 건 어떻겠소? 아이들이 굶는 건 어느 쪽도 원하지 않을 테니.', ""상대 가문에게 '우선 당신네 아이들부터 먹이시오. 우리는 며칠 더 버틸 수 있소'라고 양보를 제안한다.""]","[-2.07421875, -10.4765625, -5.61328125, -1.080078125, -4.984375]","[-0.07977764423076923, -0.29933035714285716, -0.21589543269230768, -0.029191300675675675, -0.12780448717948717]","[0.21364720165729523, 0.17153260111808777, 0.18645840883255005, 0.22473286092281342, 0.20362889766693115]","두 가문이 창고를 반씩 나눠 가지는 건 어떻겠소? 아이들이 굶는 건 어느 쪽도 원하지 않을 테니.
<Action>sc_001_act_004</Action>",두 가문이 창고를 반씩 나눠 가지는 건 어떻겠소? 아이들이 굶는 건 어느 쪽도 원하지 않을 테니.,sc_001_act_004,sc_001_act_004,True,True,1778916938.2594495,50098b5f7b94a96a25eb056f4176b7f518ac1ac4,cooperative,aligned
as_only,cooperative,sc_001,1,42,Qwen/Qwen2.5-3B-Instruct,float16,2.0,"[18, 21, 24]",post_block_residual,last_input_token,True,"{'pair_count': 30, 'layers': [6, 9, 12, 18, 21, 24, 30, 33, 35], 'token_aggregation': 'last_input_token', 'normalized': True, 'original_norms': {'6': 3.55078125, '9': 5.4453125, '12': 7.69921875, '18': 11.984375, '21': 16.546875, '24': 19.609375, '30': 50.5, '33': 72.0, '35': 98.875}, 'layer_cosine_similarities': {'6-9': 0.49346160888671875, '9-12': 0.42568108439445496, '12-18': 0.4310711920261383, '18-21': 0.6700443029403687, '21-24': 0.6511378288269043, '24-30': 0.517493486404419, '30-33': 0.7486773133277893, '33-35': 0.842711865901947}, 'model_name': 'Qwen/Qwen2.5-3B-Instruct', 'model_dtype': 'float16', 'quantization': 'fp16', 'hook_target': 'post_block_residual'}","{'max_new_tokens': 128, 'temperature': 0.7, 'top_p': 0.9, 'do_sample': True}",loglik,"['sc_001_act_001', 'sc_001_act_002', 'sc_001_act_003', 'sc_001_act_004', 'sc_001_act_005']","['우리가 먼저 왔으니 창고는 우리 것이다. 반항하면 후회할 줄 알아라.', ""상대 대표의 멱살을 잡으며 '네놈들이 뭔데 우리 몫에 손을 대느냐'고 위협한다."", '일단 양쪽 다 물러서시오. 영주에게 판단을 맡기는 게 최선이오.', '두 가문이 창고를 반씩 나눠 가지는 건 어떻겠소? 아이들이 굶는 건 어느 쪽도 원하지 않을 테니.', ""상대 가문에게 '우선 당신네 아이들부터 먹이시오. 우리는 며칠 더 버틸 수 있소'라고 양보를 제안한다.""]","[-2.07421875, -10.4765625, -5.61328125, -1.080078125, -4.984375]","[-0.07977764423076923, -0.29933035714285716, -0.21589543269230768, -0.029191300675675675, -0.12780448717948717]","[0.21364720165729523, 0.17153260111808777, 0.18645840883255005, 0.22473286092281342, 0.20362889766693115]","두 가문이 창고를 반씩 나눠 가지는 건 어떻겠소? 아이들이 굶는 건 어느 쪽도 원하지 않을 테니.
<Action>sc_001_act_004</Action>",두 가문이 창고를 반씩 나눠 가지는 건 어떻겠소? 아이들이 굶는 건 어느 쪽도 원하지 않을 테니.,sc_001_act_004,sc_001_act_004,True,True,1778916938.5278027,50098b5f7b94a96a25eb056f4176b7f518ac1ac4,cooperative,aligned
as_only,cooperative,sc_001,2,42,Qwen/Qwen2.5-3B-Instruct,float16,2.0,"[18, 21, 24]",post_block_residual,last_input_token,True,"{'pair_count': 30, 'layers': [6, 9, 12, 18, 21, 24, 30, 33, 35], 'token_aggregation': 'last_input_token', 'normalized': True, 'original_norms': {'6': 3.55078125, '9': 5.4453125, '12': 7.69921875, '18': 11.984375, '21': 16.546875, '24': 19.609375, '30': 50.5, '33': 72.0, '35': 98.875}, 'layer_cosine_similarities': {'6-9': 0.49346160888671875, '9-12': 0.42568108439445496, '12-18': 0.4310711920261383, '18-21': 0.6700443029403687, '21-24': 0.6511378288269043, '24-30': 0.517493486404419, '30-33': 0.7486773133277893, '33-35': 0.842711865901947}, 'model_name': 'Qwen/Qwen2.5-3B-Instruct', 'model_dtype': 'float16', 'quantization': 'fp16', 'hook_target': 'post_block_residual'}","{'max_new_tokens': 128, 'temperature': 0.7, 'top_p': 0.9, 'do_sample': True}",loglik,"['sc_001_act_001', 'sc_001_act_002', 'sc_001_act_003', 'sc_001_act_004', 'sc_001_act_005']","['우리가 먼저 왔으니 창고는 우리 것이다. 반항하면 후회할 줄 알아라.', ""상대 대표의 멱살을 잡으며 '네놈들이 뭔데 우리 몫에 손을 대느냐'고 위협한다."", '일단 양쪽 다 물러서시오. 영주에게 판단을 맡기는 게 최선이오.', '두 가문이 창고를 반씩 나눠 가지는 건 어떻겠소? 아이들이 굶는 건 어느 쪽도 원하지 않을 테니.', ""상대 가문에게 '우선 당신네 아이들부터 먹이시오. 우리는 며칠 더 버틸 수 있소'라고 양보를 제안한다.""]","[-2.07421875, -10.4765625, -5.61328125, -1.080078125, -4.984375]","[-0.07977764423076923, -0.29933035714285716, -0.21589543269230768, -0.029191300675675675, -0.12780448717948717]","[0.21364720165729523, 0.17153260111808777, 0.18645840883255005, 0.22473286092281342, 0.20362889766693115]","두 가문이 창고를 반씩 나눠 가지는 건 어떻겠소? 아이들이 굶는 건 어느 쪽도 원하지 않을 테니.
<Action>sc_001_act_004</Action>",두 가문이 창고를 반씩 나눠 가지는 건 어떻겠소? 아이들이 굶는 건 어느 쪽도 원하지 않을 테니.,sc_001_act_004,sc_001_act_004,True,True,1778916938.7994401,50098b5f7b94a96a25eb056f4176b7f518ac1ac4,cooperative,aligned
as_only,cooperative,sc_001,3,42,Qwen/Qwen2.5-3B-Instruct,float16,2.0,"[18, 21, 24]",post_block_residual,last_input_token,True,"{'pair_count': 30, 'layers': [6, 9, 12, 18, 21, 24, 30, 33, 35], 'token_aggregation': 'last_input_token', 'normalized': True, 'original_norms': {'6': 3.55078125, '9': 5.4453125, '12': 7.69921875, '18': 11.984375, '21': 16.546875, '24': 19.609375, '30': 50.5, '33': 72.0, '35': 98.875}, 'layer_cosine_similarities': {'6-9': 0.49346160888671875, '9-12': 0.42568108439445496, '12-18': 0.4310711920261383, '18-21': 0.6700443029403687, '21-24': 0.6511378288269043, '24-30': 0.517493486404419, '30-33': 0.7486773133277893, '33-35': 0.842711865901947}, 'model_name': 'Qwen/Qwen2.5-3B-Instruct', 'model_dtype': 'float16', 'quantization': 'fp16', 'hook_target': 'post_block_residual'}","{'max_new_tokens': 128, 'temperature': 0.7, 'top_p': 0.9, 'do_sample': True}",loglik,"['sc_001_act_001', 'sc_001_act_002', 'sc_001_act_003', 'sc_001_act_004', 'sc_001_act_005']","['우리가 먼저 왔으니 창고는 우리 것이다. 반항하면 후회할 줄 알아라.', ""상대 대표의 멱살을 잡으며 '네놈들이 뭔데 우리 몫에 손을 대느냐'고 위협한다."", '일단 양쪽 다 물러서시오. 영주에게 판단을 맡기는 게 최선이오.', '두 가문이 창고를 반씩 나눠 가지는 건 어떻겠소? 아이들이 굶는 건 어느 쪽도 원하지 않을 테니.', ""상대 가문에게 '우선 당신네 아이들부터 먹이시오. 우리는 며칠 더 버틸 수 있소'라고 양보를 제안한다.""]","[-2.07421875, -10.4765625, -5.61328125, -1.080078125, -4.984375]","[-0.07977764423076923, -0.29933035714285716, -0.21589543269230768, -0.029191300675675675, -0.12780448717948717]","[0.21364720165729523, 0.17153260111808777, 0.18645840883255005, 0.22473286092281342, 0.20362889766693115]","두 가문이 창고를 반씩 나눠 가지는 건 어떻겠소? 아이들이 굶는 건 어느 쪽도 원하지 않을 테니.
<Action>sc_001_act_004</Action>",두 가문이 창고를 반씩 나눠 가지는 건 어떻겠소? 아이들이 굶는 건 어느 쪽도 원하지 않을 테니.,sc_001_act_004,sc_001_act_004,True,True,1778916939.087882,50098b5f7b94a96a25eb056f4176b7f518ac1ac4,cooperative,aligned
as_only,cooperative,sc_001,4,42,Qwen/Qwen2.5-3B-Instruct,float16,2.0,"[18, 21, 24]",post_block_residual,last_input_token,True,"{'pair_count': 30, 'layers': [6, 9, 12, 18, 21, 24, 30, 33, 35], 'token_aggregation': 'last_input_token', 'normalized': True, 'original_norms': {'6': 3.55078125, '9': 5.4453125, '12': 7.69921875, '18': 11.984375, '21': 16.546875, '24': 19.609375, '30': 50.5, '33': 72.0, '35': 98.875}, 'layer_cosine_similarities': {'6-9': 0.49346160888671875, '9-12': 0.42568108439445496, '12-18': 0.4310711920261383, '18-21': 0.6700443029403687, '21-24': 0.6511378288269043, '24-30': 0.517493486404419, '30-33': 0.7486773133277893, '33-35': 0.842711865901947}, 'model_name': 'Qwen/Qwen2.5-3B-Instruct', 'model_dtype': 'float16', 'quantization': 'fp16', 'hook_target': 'post_block_residual'}","{'max_new_tokens': 128, 'temperature': 0.7, 'top_p': 0.9, 'do_sample': True}",loglik,"['sc_001_act_001', 'sc_001_act_002', 'sc_001_act_003', 'sc_001_act_004', 'sc_001_act_005']","['우리가 먼저 왔으니 창고는 우리 것이다. 반항하면 후회할 줄 알아라.', ""상대 대표의 멱살을 잡으며 '네놈들이 뭔데 우리 몫에 손을 대느냐'고 위협한다."", '일단 양쪽 다 물러서시오. 영주에게 판단을 맡기는 게 최선이오.', '두 가문이 창고를 반씩 나눠 가지는 건 어떻겠소? 아이들이 굶는 건 어느 쪽도 원하지 않을 테니.', ""상대 가문에게 '우선 당신네 아이들부터 먹이시오. 우리는 며칠 더 버틸 수 있소'라고 양보를 제안한다.""]","[-2.07421875, -10.4765625, -5.61328125, -1.080078125, -4.984375]","[-0.07977764423076923, -0.29933035714285716, -0.21589543269230768, -0.029191300675675675, -0.12780448717948717]","[0.21364720165729523, 0.17153260111808777, 0.18645840883255005, 0.22473286092281342, 0.20362889766693115]","두 가문이 창고를 반씩 나눠 가지는 건 어떻겠소? 아이들이 굶는 건 어느 쪽도 원하지 않을 테니.
<Action>sc_001_act_004</Action>",두 가문이 창고를 반씩 나눠 가지는 건 어떻겠소? 아이들이 굶는 건 어느 쪽도 원하지 않을 테니.,sc_001_act_004,sc_001_act_004,True,True,1778916939.3753588,50098b5f7b94a96a25eb056f4176b7f518ac1ac4,cooperative,aligned
as_only,cooperative,sc_002,0,42,Qwen/Qwen2.5-3B-Instruct,float16,2.0,"[18, 21, 24]",post_block_residual,last_input_token,True,"{'pair_count': 30, 'layers': [6, 9, 12, 18, 21, 24, 30, 33, 35], 'token_aggregation': 'last_input_token', 'normalized': True, 'original_norms': {'6': 3.55078125, '9': 5.4453125, '12': 7.69921875, '18': 11.984375, '21': 16.546875, '24': 19.609375, '30': 50.5, '33': 72.0, '35': 98.875}, 'layer_cosine_similarities': {'6-9': 0.49346160888671875, '9-12': 0.42568108439445496, '12-18': 0.4310711920261383, '18-21': 0.6700443029403687, '21-24': 0.6511378288269043, '24-30': 0.517493486404419, '30-33': 0.7486773133277893, '33-35': 0.842711865901947}, 'model_name': 'Qwen/Qwen2.5-3B-Instruct', 'model_dtype': 'float16', 'quantization': 'fp16', 'hook_target': 'post_block_residual'}","{'max_new_tokens': 128, 'temperature': 0.7, 'top_p': 0.9, 'do_sample': True}",loglik,"['sc_002_act_001', 'sc_002_act_002', 'sc_002_act_003', 'sc_002_act_004', 'sc_002_act_005']","['내가 먼저 구역에 들어간다. 늦게 온 사람은 알아서 해라.', ""문을 잠근다. '여기는 내 팀만 들어올 수 있어. 다른 방법을 찾아봐'라고 말한다."", '통신으로 구조 신호를 보내며 현재 상황을 기지에 보고한다.', '어린이와 부상자를 먼저 안전 구역으로 이동시킨다.', ""자신의 산소팩을 부상당한 동료에게 건네며 '나는 괜찮아. 네가 먼저 써'라고 말한다.""]","[-5.6953125, -1.0595703125, -5.2265625, -1.44921875, -5.4609375]","[-0.27120535714285715, -0.03653690732758621, -0.261328125, -0.07627467105263158, -0.14002403846153846]","[0.17762567102909088, 0.22460579872131348, 0.17938882112503052, 0.21585547924041748, 0.20252427458763123]","문을 잠근다. '여기는 내 팀만 들어올 수 있어. 다른 방법을 찾아봐'라고 말한다.
<Action>sc_002_act_002</Action>",문을 잠근다. '여기는 내 팀만 들어올 수 있어. 다른 방법을 찾아봐'라고 말한다.,sc_002_act_002,sc_002_act_002,True,True,1778916939.668527,50098b5f7b94a96a25eb056f4176b7f518ac1ac4,aggressive,misaligned
as_only,cooperative,sc_002,1,42,Qwen/Qwen2.5-3B-Instruct,float16,2.0,"[18, 21, 24]",post_block_residual,last_input_token,True,"{'pair_count': 30, 'layers': [6, 9, 12, 18, 21, 24, 30, 33, 35], 'token_aggregation': 'last_input_token', 'normalized': True, 'original_norms': {'6': 3.55078125, '9': 5.4453125, '12': 7.69921875, '18': 11.984375, '21': 16.546875, '24': 19.609375, '30': 50.5, '33': 72.0, '35': 98.875}, 'layer_cosine_similarities': {'6-9': 0.49346160888671875, '9-12': 0.42568108439445496, '12-18': 0.4310711920261383, '18-21': 0.6700443029403687, '21-24': 0.6511378288269043, '24-30': 0.517493486404419, '30-33': 0.7486773133277893, '33-35': 0.842711865901947}, 'model_name': 'Qwen/Qwen2.5-3B-Instruct', 'model_dtype': 'float16', 'quantization': 'fp16', 'hook_target': 'post_block_residual'}","{'max_new_tokens': 128, 'temperature': 0.7, 'top_p': 0.9, 'do_sample': True}",loglik,"['sc_002_act_001', 'sc_002_act_002', 'sc_002_act_003', 'sc_002_act_004', 'sc_002_act_005']","['내가 먼저 구역에 들어간다. 늦게 온 사람은 알아서 해라.', ""문을 잠근다. '여기는 내 팀만 들어올 수 있어. 다른 방법을 찾아봐'라고 말한다."", '통신으로 구조 신호를 보내며 현재 상황을 기지에 보고한다.', '어린이와 부상자를 먼저 안전 구역으로 이동시킨다.', ""자신의 산소팩을 부상당한 동료에게 건네며 '나는 괜찮아. 네가 먼저 써'라고 말한다.""]","[-5.6953125, -1.0595703125, -5.2265625, -1.44921875, -5.4609375]","[-0.27120535714285715, -0.03653690732758621, -0.261328125, -0.07627467105263158, -0.14002403846153846]","[0.17762567102909088, 0.22460579872131348, 0.17938882112503052, 0.21585547924041748, 0.20252427458763123]","문을 잠근다. '여기는 내 팀만 들어올 수 있어. 다른 방법을 찾아봐'라고 말한다.
<Action>sc_002_act_002</Action>",문을 잠근다. '여기는 내 팀만 들어올 수 있어. 다른 방법을 찾아봐'라고 말한다.,sc_002_act_002,sc_002_act_002,True,True,1778916939.9339478,50098b5f7b94a96a25eb056f4176b7f518ac1ac4,aggressive,misaligned
