condition,scenario_id,trait,target_direction,response_length_chars,response_length_words,has_speech_tag,has_action_tag,parse_success,format_validity,parsed_action,speech,coherence_score,perplexity,raw
baseline,trait_agreeableness_00711,agreeableness,high,212,26,False,True,True,True,trait_agreeableness_00711_act_001,Perhaps you might weigh the emotional costs against the professional gains and decide if the move aligns with your long-term personal happiness and career goals.,,,"Perhaps you might weigh the emotional costs against the professional gains and decide if the move aligns with your long-term personal happiness and career goals.
<Action>trait_agreeableness_00711_act_001</Action>"
baseline,trait_agreeableness_00712,agreeableness,high,140,14,False,True,True,True,trait_agreeableness_00712_act_004,I think attending would allow me to network effectively and build valuable connections.,,,"I think attending would allow me to network effectively and build valuable connections.  
<Action>trait_agreeableness_00712_act_004</Action>"
baseline,trait_agreeableness_00713,agreeableness,high,78,12,False,False,False,False,,I think I'll decline the nomination and focus on internal recognition instead.,,,I think I'll decline the nomination and focus on internal recognition instead.
baseline,trait_agreeableness_00714,agreeableness,high,154,25,False,False,False,False,,"I understand your concern, but sometimes stepping back and making a choice is necessary to move forward. Let's pick another time when you're more relaxed.",,,"I understand your concern, but sometimes stepping back and making a choice is necessary to move forward. Let's pick another time when you're more relaxed."
baseline,trait_agreeableness_00715,agreeableness,high,74,15,False,False,False,False,,Let's take a walk during lunch to clear your mind and find some fresh air.,,,Let's take a walk during lunch to clear your mind and find some fresh air.
baseline,trait_agreeableness_00716,agreeableness,high,189,27,False,True,True,True,trait_agreeableness_00716_act_003,Maybe you could go to the ball with Ranvir but let him know in advance that you'll need to leave early to manage your other commitments.,,,"Maybe you could go to the ball with Ranvir but let him know in advance that you'll need to leave early to manage your other commitments.  
<Action>trait_agreeableness_00716_act_003</Action>"
baseline,trait_agreeableness_00717,agreeableness,high,116,10,False,True,True,True,trait_agreeableness_00717_act_002,Let's consider your options carefully before making a decision.,,,"Let's consider your options carefully before making a decision.  
<Action>trait_agreeableness_00717_act_002</Action>"
baseline,trait_agreeableness_00718,agreeableness,high,133,16,False,True,True,True,trait_agreeableness_00718_act_001,I think it's best to steer clear of that kind of humor in professional settings.,,,"I think it's best to steer clear of that kind of humor in professional settings.  
<Action>trait_agreeableness_00718_act_001</Action>"
baseline,trait_agreeableness_00719,agreeableness,high,163,17,False,True,True,True,trait_agreeableness_00719_act_002,I think it's important to maintain a healthy balance between support and professional boundaries. Let's see...,,,"I think it's important to maintain a healthy balance between support and professional boundaries. Let's see...  
<Action>trait_agreeableness_00719_act_002</Action>"
baseline,trait_agreeableness_00720,agreeableness,high,74,13,False,False,False,False,,Let's see if Shandel could use this laptop for their work before deciding.,,,Let's see if Shandel could use this laptop for their work before deciding.
baseline,trait_agreeableness_00721,agreeableness,high,189,25,False,True,True,True,trait_agreeableness_00721_act_001,"I think it's important to acknowledge the effort we put in, but also respect their feelings. How about I ask for some gratitude instead?",,,"I think it's important to acknowledge the effort we put in, but also respect their feelings. How about I ask for some gratitude instead?  
<Action>trait_agreeableness_00721_act_001</Action>"
baseline,trait_agreeableness_00722,agreeableness,high,182,24,False,True,True,True,trait_agreeableness_00722_act_001,I'd prefer to keep my weekends free for personal relaxation. Perhaps we could find another time that works better for both of us.,,,"I'd prefer to keep my weekends free for personal relaxation. Perhaps we could find another time that works better for both of us.  
<Action>trait_agreeableness_00722_act_001</Action>"
baseline,trait_agreeableness_00723,agreeableness,high,162,24,False,True,True,True,trait_agreeableness_00723_act_004,"I think it's best to let Tavleen enjoy the night, but I'll call a cab now since I really need some fresh air.",,,"I think it's best to let Tavleen enjoy the night, but I'll call a cab now since I really need some fresh air.  
<Action>trait_agreeableness_00723_act_004</Action>"
baseline,trait_agreeableness_00724,agreeableness,high,138,13,False,False,False,False,trait_agreeableness_00724_act_004,"Perhaps rescheduling the business appointment could strengthen our mutual support and understanding.  
<trait_agreeableness_00724_act_004>",,,"Perhaps rescheduling the business appointment could strengthen our mutual support and understanding.  
<trait_agreeableness_00724_act_004>"
baseline,trait_agreeableness_00725,agreeableness,high,92,15,False,False,False,False,,I understand my words might have been hurtful; let's talk about your favorite hobby instead.,,,I understand my words might have been hurtful; let's talk about your favorite hobby instead.
baseline,trait_agreeableness_00726,agreeableness,high,169,18,False,True,True,True,trait_agreeableness_00726_act_002,"Offering financial assistance might show care, but it's important to set boundaries too. Let's discuss this further.",,,"Offering financial assistance might show care, but it's important to set boundaries too. Let's discuss this further.  
<Action>trait_agreeableness_00726_act_002</Action>"
baseline,trait_agreeableness_00727,agreeableness,high,201,24,False,False,False,False,trait_agreeableness_00727_act_003,"Let's start by acknowledging the well-intentioned nature of this policy before discussing areas where it might need adjustments to ensure consistency and fairness.  
<trait_agreeableness_00727_act_003>",,,"Let's start by acknowledging the well-intentioned nature of this policy before discussing areas where it might need adjustments to ensure consistency and fairness.  
<trait_agreeableness_00727_act_003>"
baseline,trait_agreeableness_00728,agreeableness,high,197,28,False,True,True,True,trait_agreeableness_00728_act_002,Perhaps we can address his concerns directly in our next meeting and show how they align with our goals. Let's see if we can find common ground.,,,"Perhaps we can address his concerns directly in our next meeting and show how they align with our goals. Let's see if we can find common ground.  
<Action>trait_agreeableness_00728_act_002</Action>"
baseline,trait_agreeableness_00729,agreeableness,high,158,19,False,True,True,True,trait_agreeableness_00729_act_001,Perhaps we could start by having a quiet chat about setting boundaries without being too harsh on yourself.,,,Perhaps we could start by having a quiet chat about setting boundaries without being too harsh on yourself. <Action>trait_agreeableness_00729_act_001</Action>
baseline,trait_agreeableness_00730,agreeableness,high,234,33,False,True,True,True,trait_agreeableness_00730_act_002,"That approach might send a strong message about the importance of meeting expectations, but it could also be seen as harsh. Let's see if we can't find a more constructive way first.",,,"That approach might send a strong message about the importance of meeting expectations, but it could also be seen as harsh. Let's see if we can't find a more constructive way first.  
<Action>trait_agreeableness_00730_act_002</Action>"
baseline,trait_agreeableness_00731,agreeableness,high,225,27,False,True,True,True,trait_agreeableness_00731_act_001,"Perhaps you could delegate some of your responsibilities to other volunteers, which would allow you to continue supporting the charity while also managing your stress better.",,,"Perhaps you could delegate some of your responsibilities to other volunteers, which would allow you to continue supporting the charity while also managing your stress better.
<Action>trait_agreeableness_00731_act_001</Action>"
baseline,trait_agreeableness_00732,agreeableness,high,147,17,False,True,True,True,trait_agreeableness_00732_act_004,"I think it's important to honor your retreat, but perhaps offer to help with packing beforehand.",,,"I think it's important to honor your retreat, but perhaps offer to help with packing beforehand. <Action>trait_agreeableness_00732_act_004</Action>"
baseline,trait_agreeableness_00733,agreeableness,high,165,22,False,True,True,True,trait_agreeableness_00733_act_003,I think it's best to finish what I'm doing now and handle the lateness issue afterward. Let's see how that goes.,,,"I think it's best to finish what I'm doing now and handle the lateness issue afterward. Let's see how that goes.  
<Action>trait_agreeableness_00733_act_003</Action>"
baseline,trait_agreeableness_00734,agreeableness,high,111,12,False,False,False,False,trait_agreeableness_00734_act_001,"Absolutely, addressing this now can prevent further issues down the line.  
<trait_agreeableness_00734_act_001>",,,"Absolutely, addressing this now can prevent further issues down the line.  
<trait_agreeableness_00734_act_001>"
baseline,trait_agreeableness_00735,agreeableness,high,177,22,False,True,True,True,trait_agreeableness_00735_act_002,"Just be straightforward and tell your friend what you really think about the art project; they asked for honesty, after all.",,,"Just be straightforward and tell your friend what you really think about the art project; they asked for honesty, after all.  
<Action>trait_agreeableness_00735_act_002</Action>"
baseline,trait_agreeableness_00736,agreeableness,high,141,19,False,False,False,False,trait_agreeableness_00736_act_003,"I think it's important to find a balance. Let's see how this works first before making any commitments.  
<trait_agreeableness_00736_act_003>",,,"I think it's important to find a balance. Let's see how this works first before making any commitments.  
<trait_agreeableness_00736_act_003>"
baseline,trait_agreeableness_00737,agreeableness,high,192,25,False,True,True,True,trait_agreeableness_00737_act_002,"Absolutely, standing up for PersonZ shows integrity and fairness, even if it means stepping outside the norm. Let's see how we can do that.",,,"Absolutely, standing up for PersonZ shows integrity and fairness, even if it means stepping outside the norm. Let's see how we can do that.  
<Action>trait_agreeableness_00737_act_002</Action>"
baseline,trait_agreeableness_00738,agreeableness,high,163,18,False,True,True,True,trait_agreeableness_00738_act_001,Perhaps we could start by helping them find resources within the community to support their financial stability.,,,Perhaps we could start by helping them find resources within the community to support their financial stability. <Action>trait_agreeableness_00738_act_001</Action>
baseline,trait_agreeableness_00739,agreeableness,high,68,11,False,False,False,False,,Let's weigh the risks and rewards together before making a decision.,,,Let's weigh the risks and rewards together before making a decision.
baseline,trait_agreeableness_00740,agreeableness,high,179,24,False,True,True,True,trait_agreeableness_00740_act_003,I think we should have a talk about how our teamwork can benefit everyone more. Let's find a moment to discuss this privately.,,,"I think we should have a talk about how our teamwork can benefit everyone more. Let's find a moment to discuss this privately.  
<Action>trait_agreeableness_00740_act_003</Action>"
baseline,trait_agreeableness_00741,agreeableness,high,105,17,False,False,False,False,,I think I'll start by having a private conversation with Janya to understand what's causing these delays.,,,I think I'll start by having a private conversation with Janya to understand what's causing these delays.
baseline,trait_agreeableness_00742,agreeableness,high,188,24,False,True,True,True,trait_agreeableness_00742_act_002,I think we should discuss this further to make sure we're not overextending ourselves. Let's find a way to proceed without burning out.,,,"I think we should discuss this further to make sure we're not overextending ourselves. Let's find a way to proceed without burning out.  
<action>trait_agreeableness_00742_act_002</action>"
baseline,trait_agreeableness_00743,agreeableness,high,150,19,False,True,True,True,trait_agreeableness_00743_act_001,"Maybe you could offer to help train someone else to share the workload, easing the burden on you.",,,"Maybe you could offer to help train someone else to share the workload, easing the burden on you.  
<Action>trait_agreeableness_00743_act_001</Action>"
baseline,trait_agreeableness_00744,agreeableness,high,175,18,False,True,True,True,trait_agreeableness_00744_act_002,I'll address the situation directly by confronting my colleague and demand they stop spreading unfounded rumors immediately.,,,"I'll address the situation directly by confronting my colleague and demand they stop spreading unfounded rumors immediately.
<Action>trait_agreeableness_00744_act_002</Action>"
baseline,trait_agreeableness_00745,agreeableness,high,123,23,False,False,False,False,,I think it would be best if you kept the guitar for now; there are other ways to support your friend's musical aspirations.,,,I think it would be best if you kept the guitar for now; there are other ways to support your friend's musical aspirations.
baseline,trait_agreeableness_00746,agreeableness,high,185,18,False,True,True,True,trait_agreeableness_00746_act_002,"Absolutely, offering your assistance could greatly alleviate Aythana's stress and help distribute the project tasks more manageably.",,,"Absolutely, offering your assistance could greatly alleviate Aythana's stress and help distribute the project tasks more manageably.  
<Action>trait_agreeableness_00746_act_002</Action>"
baseline,trait_agreeableness_00747,agreeableness,high,123,13,False,False,False,False,trait_agreeableness_00747_act_003,"Let's discuss this privately first; it's important to handle such matters delicately.  
<trait_agreeableness_00747_act_003>",,,"Let's discuss this privately first; it's important to handle such matters delicately.  
<trait_agreeableness_00747_act_003>"
baseline,trait_agreeableness_00748,agreeableness,high,134,13,False,True,True,True,trait_agreeableness_00748_act_004,I believe addressing this directly with Melicia might be more constructive first.,,,"I believe addressing this directly with Melicia might be more constructive first.  
<Action>trait_agreeableness_00748_act_004</Action>"
baseline,trait_agreeableness_00749,agreeableness,high,174,21,False,True,True,True,trait_agreeableness_00749_act_003,I think it's important to address issues head-on rather than ignoring them. Let's try to have a conversation with Tagert.,,,"I think it's important to address issues head-on rather than ignoring them. Let's try to have a conversation with Tagert.  
<Action>trait_agreeableness_00749_act_003</Action>"
baseline,trait_agreeableness_00750,agreeableness,high,168,18,False,True,True,True,trait_agreeableness_00750_act_001,"Absolutely, pushing for change shows initiative and a commitment to excellence. Let's meet to discuss this further.",,,"Absolutely, pushing for change shows initiative and a commitment to excellence. Let's meet to discuss this further.  
<Action>trait_agreeableness_00750_act_001</Action>"
baseline,trait_agreeableness_00701,agreeableness,low,192,26,False,False,False,False,trait_agreeableness_00701_act_002,"Perhaps we should seek a compromise that incorporates elements from both themes to appeal to a broader audience. Let's discuss this further with the team.  
<trait_agreeableness_00701_act_002>",,,"Perhaps we should seek a compromise that incorporates elements from both themes to appeal to a broader audience. Let's discuss this further with the team.  
<trait_agreeableness_00701_act_002>"
baseline,trait_agreeableness_00702,agreeableness,low,152,18,False,True,True,True,trait_agreeableness_00702_act_002,I'll need to carefully assess the impact on my workload and team dynamics before making a decision.,,,"I'll need to carefully assess the impact on my workload and team dynamics before making a decision.  
<Action>trait_agreeableness_00702_act_002</Action>"
baseline,trait_agreeableness_00703,agreeableness,low,182,22,False,True,True,True,trait_agreeableness_00703_act_002,I think I'll invest it in a personal savings account to ensure financial security while still contributing to our team's success.,,,"I think I'll invest it in a personal savings account to ensure financial security while still contributing to our team's success.  
<Action>trait_agreeableness_00703_act_002</Action>"
baseline,trait_agreeableness_00704,agreeableness,low,166,18,False,True,True,True,trait_agreeableness_00704_act_004,I think we should consider each other's perspectives more often to avoid this. Let's brainstorm for alternatives.,,,"I think we should consider each other's perspectives more often to avoid this. Let's brainstorm for alternatives.  
<Action>trait_agreeableness_00704_act_004</Action>"
baseline,trait_agreeableness_00705,agreeableness,low,220,29,False,True,True,True,trait_agreeableness_00705_act_002,"Perhaps we should find a balance, ensuring our cooperation doesn't come at the cost of our rights. Let's propose a compromise that addresses both our needs and theirs.",,,"Perhaps we should find a balance, ensuring our cooperation doesn't come at the cost of our rights. Let's propose a compromise that addresses both our needs and theirs.  
<Action>trait_agreeableness_00705_act_002</Action>"
baseline,trait_agreeableness_00706,agreeableness,low,146,15,False,True,True,True,trait_agreeableness_00706_act_002,Perhaps we could start by discussing how to handle feedback more constructively moving forward.,,,Perhaps we could start by discussing how to handle feedback more constructively moving forward. <Action>trait_agreeableness_00706_act_002</Action>
baseline,trait_agreeableness_00707,agreeableness,low,161,23,False,True,True,True,trait_agreeableness_00707_act_003,I'll bring a dish to share that fits my diet so I have a healthy option available and still enjoy the party.,,,"I'll bring a dish to share that fits my diet so I have a healthy option available and still enjoy the party.  
<Action>trait_agreeableness_00707_act_003</Action>"
baseline,trait_agreeableness_00708,agreeableness,low,166,20,False,False,False,False,trait_agreeableness_00708_act_001,"Let's celebrate this together, shall we? Your hard work deserves recognition, Nazareth. Let's make sure everyone knows about it!  
<trait_agreeableness_00708_act_001>",,,"Let's celebrate this together, shall we? Your hard work deserves recognition, Nazareth. Let's make sure everyone knows about it!  
<trait_agreeableness_00708_act_001>"
baseline,trait_agreeableness_00709,agreeableness,low,201,25,False,True,True,True,trait_agreeableness_00709_act_002,I think it's best to address this professionally and assertively. Let's see what happens when I suggest talking to a trusted colleague for guidance.,,,"I think it's best to address this professionally and assertively. Let's see what happens when I suggest talking to a trusted colleague for guidance.  
<Action>trait_agreeableness_00709_act_002</Action>"
baseline,trait_agreeableness_00710,agreeableness,low,166,22,False,True,True,True,trait_agreeableness_00710_act_001,I need to understand why my input was disregarded; it's important for me to know where I stand within this group.,,,"I need to understand why my input was disregarded; it's important for me to know where I stand within this group.  
<Action>trait_agreeableness_00710_act_001</Action>"
baseline,trait_agreeableness_00711,agreeableness,low,212,26,False,True,True,True,trait_agreeableness_00711_act_001,Perhaps you might weigh the emotional costs against the professional gains and decide if the move aligns with your long-term personal happiness and career goals.,,,"Perhaps you might weigh the emotional costs against the professional gains and decide if the move aligns with your long-term personal happiness and career goals.
<Action>trait_agreeableness_00711_act_001</Action>"
baseline,trait_agreeableness_00712,agreeableness,low,140,14,False,True,True,True,trait_agreeableness_00712_act_004,I think attending would allow me to network effectively and build valuable connections.,,,"I think attending would allow me to network effectively and build valuable connections.  
<Action>trait_agreeableness_00712_act_004</Action>"
baseline,trait_agreeableness_00713,agreeableness,low,78,12,False,False,False,False,,I think I'll decline the nomination and focus on internal recognition instead.,,,I think I'll decline the nomination and focus on internal recognition instead.
baseline,trait_agreeableness_00714,agreeableness,low,154,25,False,False,False,False,,"I understand your concern, but sometimes stepping back and making a choice is necessary to move forward. Let's pick another time when you're more relaxed.",,,"I understand your concern, but sometimes stepping back and making a choice is necessary to move forward. Let's pick another time when you're more relaxed."
baseline,trait_agreeableness_00715,agreeableness,low,74,15,False,False,False,False,,Let's take a walk during lunch to clear your mind and find some fresh air.,,,Let's take a walk during lunch to clear your mind and find some fresh air.
baseline,trait_agreeableness_00716,agreeableness,low,189,27,False,True,True,True,trait_agreeableness_00716_act_003,Maybe you could go to the ball with Ranvir but let him know in advance that you'll need to leave early to manage your other commitments.,,,"Maybe you could go to the ball with Ranvir but let him know in advance that you'll need to leave early to manage your other commitments.  
<Action>trait_agreeableness_00716_act_003</Action>"
baseline,trait_agreeableness_00717,agreeableness,low,116,10,False,True,True,True,trait_agreeableness_00717_act_002,Let's consider your options carefully before making a decision.,,,"Let's consider your options carefully before making a decision.  
<Action>trait_agreeableness_00717_act_002</Action>"
baseline,trait_agreeableness_00718,agreeableness,low,133,16,False,True,True,True,trait_agreeableness_00718_act_001,I think it's best to steer clear of that kind of humor in professional settings.,,,"I think it's best to steer clear of that kind of humor in professional settings.  
<Action>trait_agreeableness_00718_act_001</Action>"
baseline,trait_agreeableness_00719,agreeableness,low,163,17,False,True,True,True,trait_agreeableness_00719_act_002,I think it's important to maintain a healthy balance between support and professional boundaries. Let's see...,,,"I think it's important to maintain a healthy balance between support and professional boundaries. Let's see...  
<Action>trait_agreeableness_00719_act_002</Action>"
baseline,trait_agreeableness_00720,agreeableness,low,74,13,False,False,False,False,,Let's see if Shandel could use this laptop for their work before deciding.,,,Let's see if Shandel could use this laptop for their work before deciding.
baseline,trait_agreeableness_00721,agreeableness,low,189,25,False,True,True,True,trait_agreeableness_00721_act_001,"I think it's important to acknowledge the effort we put in, but also respect their feelings. How about I ask for some gratitude instead?",,,"I think it's important to acknowledge the effort we put in, but also respect their feelings. How about I ask for some gratitude instead?  
<Action>trait_agreeableness_00721_act_001</Action>"
baseline,trait_agreeableness_00722,agreeableness,low,182,24,False,True,True,True,trait_agreeableness_00722_act_001,I'd prefer to keep my weekends free for personal relaxation. Perhaps we could find another time that works better for both of us.,,,"I'd prefer to keep my weekends free for personal relaxation. Perhaps we could find another time that works better for both of us.  
<Action>trait_agreeableness_00722_act_001</Action>"
baseline,trait_agreeableness_00723,agreeableness,low,162,24,False,True,True,True,trait_agreeableness_00723_act_004,"I think it's best to let Tavleen enjoy the night, but I'll call a cab now since I really need some fresh air.",,,"I think it's best to let Tavleen enjoy the night, but I'll call a cab now since I really need some fresh air.  
<Action>trait_agreeableness_00723_act_004</Action>"
baseline,trait_agreeableness_00724,agreeableness,low,138,13,False,False,False,False,trait_agreeableness_00724_act_004,"Perhaps rescheduling the business appointment could strengthen our mutual support and understanding.  
<trait_agreeableness_00724_act_004>",,,"Perhaps rescheduling the business appointment could strengthen our mutual support and understanding.  
<trait_agreeableness_00724_act_004>"
baseline,trait_agreeableness_00725,agreeableness,low,92,15,False,False,False,False,,I understand my words might have been hurtful; let's talk about your favorite hobby instead.,,,I understand my words might have been hurtful; let's talk about your favorite hobby instead.
baseline,trait_agreeableness_00726,agreeableness,low,169,18,False,True,True,True,trait_agreeableness_00726_act_002,"Offering financial assistance might show care, but it's important to set boundaries too. Let's discuss this further.",,,"Offering financial assistance might show care, but it's important to set boundaries too. Let's discuss this further.  
<Action>trait_agreeableness_00726_act_002</Action>"
baseline,trait_agreeableness_00727,agreeableness,low,201,24,False,False,False,False,trait_agreeableness_00727_act_003,"Let's start by acknowledging the well-intentioned nature of this policy before discussing areas where it might need adjustments to ensure consistency and fairness.  
<trait_agreeableness_00727_act_003>",,,"Let's start by acknowledging the well-intentioned nature of this policy before discussing areas where it might need adjustments to ensure consistency and fairness.  
<trait_agreeableness_00727_act_003>"
baseline,trait_agreeableness_00728,agreeableness,low,197,28,False,True,True,True,trait_agreeableness_00728_act_002,Perhaps we can address his concerns directly in our next meeting and show how they align with our goals. Let's see if we can find common ground.,,,"Perhaps we can address his concerns directly in our next meeting and show how they align with our goals. Let's see if we can find common ground.  
<Action>trait_agreeableness_00728_act_002</Action>"
baseline,trait_agreeableness_00729,agreeableness,low,158,19,False,True,True,True,trait_agreeableness_00729_act_001,Perhaps we could start by having a quiet chat about setting boundaries without being too harsh on yourself.,,,Perhaps we could start by having a quiet chat about setting boundaries without being too harsh on yourself. <Action>trait_agreeableness_00729_act_001</Action>
baseline,trait_agreeableness_00730,agreeableness,low,234,33,False,True,True,True,trait_agreeableness_00730_act_002,"That approach might send a strong message about the importance of meeting expectations, but it could also be seen as harsh. Let's see if we can't find a more constructive way first.",,,"That approach might send a strong message about the importance of meeting expectations, but it could also be seen as harsh. Let's see if we can't find a more constructive way first.  
<Action>trait_agreeableness_00730_act_002</Action>"
baseline,trait_agreeableness_00731,agreeableness,low,225,27,False,True,True,True,trait_agreeableness_00731_act_001,"Perhaps you could delegate some of your responsibilities to other volunteers, which would allow you to continue supporting the charity while also managing your stress better.",,,"Perhaps you could delegate some of your responsibilities to other volunteers, which would allow you to continue supporting the charity while also managing your stress better.
<Action>trait_agreeableness_00731_act_001</Action>"
baseline,trait_agreeableness_00732,agreeableness,low,147,17,False,True,True,True,trait_agreeableness_00732_act_004,"I think it's important to honor your retreat, but perhaps offer to help with packing beforehand.",,,"I think it's important to honor your retreat, but perhaps offer to help with packing beforehand. <Action>trait_agreeableness_00732_act_004</Action>"
baseline,trait_agreeableness_00733,agreeableness,low,165,22,False,True,True,True,trait_agreeableness_00733_act_003,I think it's best to finish what I'm doing now and handle the lateness issue afterward. Let's see how that goes.,,,"I think it's best to finish what I'm doing now and handle the lateness issue afterward. Let's see how that goes.  
<Action>trait_agreeableness_00733_act_003</Action>"
baseline,trait_agreeableness_00734,agreeableness,low,111,12,False,False,False,False,trait_agreeableness_00734_act_001,"Absolutely, addressing this now can prevent further issues down the line.  
<trait_agreeableness_00734_act_001>",,,"Absolutely, addressing this now can prevent further issues down the line.  
<trait_agreeableness_00734_act_001>"
baseline,trait_agreeableness_00735,agreeableness,low,177,22,False,True,True,True,trait_agreeableness_00735_act_002,"Just be straightforward and tell your friend what you really think about the art project; they asked for honesty, after all.",,,"Just be straightforward and tell your friend what you really think about the art project; they asked for honesty, after all.  
<Action>trait_agreeableness_00735_act_002</Action>"
baseline,trait_agreeableness_00736,agreeableness,low,141,19,False,False,False,False,trait_agreeableness_00736_act_003,"I think it's important to find a balance. Let's see how this works first before making any commitments.  
<trait_agreeableness_00736_act_003>",,,"I think it's important to find a balance. Let's see how this works first before making any commitments.  
<trait_agreeableness_00736_act_003>"
baseline,trait_agreeableness_00737,agreeableness,low,192,25,False,True,True,True,trait_agreeableness_00737_act_002,"Absolutely, standing up for PersonZ shows integrity and fairness, even if it means stepping outside the norm. Let's see how we can do that.",,,"Absolutely, standing up for PersonZ shows integrity and fairness, even if it means stepping outside the norm. Let's see how we can do that.  
<Action>trait_agreeableness_00737_act_002</Action>"
baseline,trait_agreeableness_00738,agreeableness,low,163,18,False,True,True,True,trait_agreeableness_00738_act_001,Perhaps we could start by helping them find resources within the community to support their financial stability.,,,Perhaps we could start by helping them find resources within the community to support their financial stability. <Action>trait_agreeableness_00738_act_001</Action>
baseline,trait_agreeableness_00739,agreeableness,low,68,11,False,False,False,False,,Let's weigh the risks and rewards together before making a decision.,,,Let's weigh the risks and rewards together before making a decision.
baseline,trait_agreeableness_00740,agreeableness,low,179,24,False,True,True,True,trait_agreeableness_00740_act_003,I think we should have a talk about how our teamwork can benefit everyone more. Let's find a moment to discuss this privately.,,,"I think we should have a talk about how our teamwork can benefit everyone more. Let's find a moment to discuss this privately.  
<Action>trait_agreeableness_00740_act_003</Action>"
baseline,trait_agreeableness_00741,agreeableness,low,105,17,False,False,False,False,,I think I'll start by having a private conversation with Janya to understand what's causing these delays.,,,I think I'll start by having a private conversation with Janya to understand what's causing these delays.
baseline,trait_agreeableness_00742,agreeableness,low,188,24,False,True,True,True,trait_agreeableness_00742_act_002,I think we should discuss this further to make sure we're not overextending ourselves. Let's find a way to proceed without burning out.,,,"I think we should discuss this further to make sure we're not overextending ourselves. Let's find a way to proceed without burning out.  
<action>trait_agreeableness_00742_act_002</action>"
baseline,trait_agreeableness_00743,agreeableness,low,150,19,False,True,True,True,trait_agreeableness_00743_act_001,"Maybe you could offer to help train someone else to share the workload, easing the burden on you.",,,"Maybe you could offer to help train someone else to share the workload, easing the burden on you.  
<Action>trait_agreeableness_00743_act_001</Action>"
baseline,trait_agreeableness_00744,agreeableness,low,175,18,False,True,True,True,trait_agreeableness_00744_act_002,I'll address the situation directly by confronting my colleague and demand they stop spreading unfounded rumors immediately.,,,"I'll address the situation directly by confronting my colleague and demand they stop spreading unfounded rumors immediately.
<Action>trait_agreeableness_00744_act_002</Action>"
