condition,scenario_id,trait,target_direction,pas_layer,pas_loglik_agreement,pas_selected_action,pas_selected_direction,pas_cosine_scores,pas_ranking
as_pas_only,trait_agreeableness_00720,agreeableness,high,33,False,trait_agreeableness_00720_act_004,high,"{'trait_agreeableness_00720_act_001': 0.1572713553905487, 'trait_agreeableness_00720_act_002': 0.14929307997226715, 'trait_agreeableness_00720_act_003': 0.214873805642128, 'trait_agreeableness_00720_act_004': 0.22425462305545807}","[('trait_agreeableness_00720_act_004', 0.22425462305545807), ('trait_agreeableness_00720_act_003', 0.214873805642128), ('trait_agreeableness_00720_act_001', 0.1572713553905487), ('trait_agreeableness_00720_act_002', 0.14929307997226715)]"
as_pas_only,trait_agreeableness_00721,agreeableness,high,33,True,trait_agreeableness_00721_act_001,high,"{'trait_agreeableness_00721_act_001': 0.2813328504562378, 'trait_agreeableness_00721_act_002': 0.18671870231628418, 'trait_agreeableness_00721_act_003': 0.1681765466928482, 'trait_agreeableness_00721_act_004': 0.1588781177997589}","[('trait_agreeableness_00721_act_001', 0.2813328504562378), ('trait_agreeableness_00721_act_002', 0.18671870231628418), ('trait_agreeableness_00721_act_003', 0.1681765466928482), ('trait_agreeableness_00721_act_004', 0.1588781177997589)]"
as_pas_only,trait_agreeableness_00722,agreeableness,high,33,False,trait_agreeableness_00722_act_001,low,"{'trait_agreeableness_00722_act_001': 0.1786685585975647, 'trait_agreeableness_00722_act_002': 0.14946983754634857, 'trait_agreeableness_00722_act_003': 0.15465261042118073, 'trait_agreeableness_00722_act_004': 0.1725691258907318}","[('trait_agreeableness_00722_act_001', 0.1786685585975647), ('trait_agreeableness_00722_act_004', 0.1725691258907318), ('trait_agreeableness_00722_act_003', 0.15465261042118073), ('trait_agreeableness_00722_act_002', 0.14946983754634857)]"
as_pas_only,trait_agreeableness_00723,agreeableness,high,33,False,trait_agreeableness_00723_act_001,high,"{'trait_agreeableness_00723_act_001': 0.19800050556659698, 'trait_agreeableness_00723_act_002': 0.09472425282001495, 'trait_agreeableness_00723_act_003': 0.19136999547481537, 'trait_agreeableness_00723_act_004': 0.1427844762802124}","[('trait_agreeableness_00723_act_001', 0.19800050556659698), ('trait_agreeableness_00723_act_003', 0.19136999547481537), ('trait_agreeableness_00723_act_004', 0.1427844762802124), ('trait_agreeableness_00723_act_002', 0.09472425282001495)]"
as_pas_only,trait_agreeableness_00724,agreeableness,high,33,False,trait_agreeableness_00724_act_003,high,"{'trait_agreeableness_00724_act_001': 0.12102656811475754, 'trait_agreeableness_00724_act_002': 0.16258656978607178, 'trait_agreeableness_00724_act_003': 0.2378954440355301, 'trait_agreeableness_00724_act_004': 0.17250582575798035}","[('trait_agreeableness_00724_act_003', 0.2378954440355301), ('trait_agreeableness_00724_act_004', 0.17250582575798035), ('trait_agreeableness_00724_act_002', 0.16258656978607178), ('trait_agreeableness_00724_act_001', 0.12102656811475754)]"
as_pas_only,trait_agreeableness_00725,agreeableness,high,33,False,trait_agreeableness_00725_act_001,high,"{'trait_agreeableness_00725_act_001': 0.21450793743133545, 'trait_agreeableness_00725_act_002': 0.18304097652435303, 'trait_agreeableness_00725_act_003': 0.18340696394443512, 'trait_agreeableness_00725_act_004': 0.16549116373062134}","[('trait_agreeableness_00725_act_001', 0.21450793743133545), ('trait_agreeableness_00725_act_003', 0.18340696394443512), ('trait_agreeableness_00725_act_002', 0.18304097652435303), ('trait_agreeableness_00725_act_004', 0.16549116373062134)]"
as_pas_only,trait_agreeableness_00726,agreeableness,high,33,False,trait_agreeableness_00726_act_004,high,"{'trait_agreeableness_00726_act_001': 0.1719704121351242, 'trait_agreeableness_00726_act_002': 0.18696539103984833, 'trait_agreeableness_00726_act_003': 0.15854394435882568, 'trait_agreeableness_00726_act_004': 0.21362026035785675}","[('trait_agreeableness_00726_act_004', 0.21362026035785675), ('trait_agreeableness_00726_act_002', 0.18696539103984833), ('trait_agreeableness_00726_act_001', 0.1719704121351242), ('trait_agreeableness_00726_act_003', 0.15854394435882568)]"
as_pas_only,trait_agreeableness_00727,agreeableness,high,33,True,trait_agreeableness_00727_act_003,high,"{'trait_agreeableness_00727_act_001': 0.20403774082660675, 'trait_agreeableness_00727_act_002': 0.12179883569478989, 'trait_agreeableness_00727_act_003': 0.22728218138217926, 'trait_agreeableness_00727_act_004': 0.11597274988889694}","[('trait_agreeableness_00727_act_003', 0.22728218138217926), ('trait_agreeableness_00727_act_001', 0.20403774082660675), ('trait_agreeableness_00727_act_002', 0.12179883569478989), ('trait_agreeableness_00727_act_004', 0.11597274988889694)]"
as_pas_only,trait_agreeableness_00728,agreeableness,high,33,True,trait_agreeableness_00728_act_004,high,"{'trait_agreeableness_00728_act_001': 0.13777710497379303, 'trait_agreeableness_00728_act_002': 0.15370379388332367, 'trait_agreeableness_00728_act_003': 0.16635265946388245, 'trait_agreeableness_00728_act_004': 0.16937774419784546}","[('trait_agreeableness_00728_act_004', 0.16937774419784546), ('trait_agreeableness_00728_act_003', 0.16635265946388245), ('trait_agreeableness_00728_act_002', 0.15370379388332367), ('trait_agreeableness_00728_act_001', 0.13777710497379303)]"
as_pas_only,trait_agreeableness_00729,agreeableness,high,33,True,trait_agreeableness_00729_act_001,high,"{'trait_agreeableness_00729_act_001': 0.25173211097717285, 'trait_agreeableness_00729_act_002': 0.21265949308872223, 'trait_agreeableness_00729_act_003': 0.2231031358242035, 'trait_agreeableness_00729_act_004': 0.19244885444641113}","[('trait_agreeableness_00729_act_001', 0.25173211097717285), ('trait_agreeableness_00729_act_003', 0.2231031358242035), ('trait_agreeableness_00729_act_002', 0.21265949308872223), ('trait_agreeableness_00729_act_004', 0.19244885444641113)]"
as_pas_only,trait_agreeableness_00730,agreeableness,high,33,False,trait_agreeableness_00730_act_004,high,"{'trait_agreeableness_00730_act_001': 0.0934198871254921, 'trait_agreeableness_00730_act_002': 0.20626749098300934, 'trait_agreeableness_00730_act_003': 0.11427415907382965, 'trait_agreeableness_00730_act_004': 0.22522354125976562}","[('trait_agreeableness_00730_act_004', 0.22522354125976562), ('trait_agreeableness_00730_act_002', 0.20626749098300934), ('trait_agreeableness_00730_act_003', 0.11427415907382965), ('trait_agreeableness_00730_act_001', 0.0934198871254921)]"
as_pas_only,trait_agreeableness_00731,agreeableness,high,33,False,trait_agreeableness_00731_act_004,low,"{'trait_agreeableness_00731_act_001': 0.1662881076335907, 'trait_agreeableness_00731_act_002': 0.09959106147289276, 'trait_agreeableness_00731_act_003': 0.15249034762382507, 'trait_agreeableness_00731_act_004': 0.17572236061096191}","[('trait_agreeableness_00731_act_004', 0.17572236061096191), ('trait_agreeableness_00731_act_001', 0.1662881076335907), ('trait_agreeableness_00731_act_003', 0.15249034762382507), ('trait_agreeableness_00731_act_002', 0.09959106147289276)]"
as_pas_only,trait_agreeableness_00732,agreeableness,high,33,False,trait_agreeableness_00732_act_004,high,"{'trait_agreeableness_00732_act_001': 0.14409738779067993, 'trait_agreeableness_00732_act_002': 0.15526476502418518, 'trait_agreeableness_00732_act_003': 0.18770848214626312, 'trait_agreeableness_00732_act_004': 0.24224041402339935}","[('trait_agreeableness_00732_act_004', 0.24224041402339935), ('trait_agreeableness_00732_act_003', 0.18770848214626312), ('trait_agreeableness_00732_act_002', 0.15526476502418518), ('trait_agreeableness_00732_act_001', 0.14409738779067993)]"
as_pas_only,trait_agreeableness_00733,agreeableness,high,33,False,trait_agreeableness_00733_act_002,high,"{'trait_agreeableness_00733_act_001': 0.19284437596797943, 'trait_agreeableness_00733_act_002': 0.19599033892154694, 'trait_agreeableness_00733_act_003': 0.11061763018369675, 'trait_agreeableness_00733_act_004': 0.1635812520980835}","[('trait_agreeableness_00733_act_002', 0.19599033892154694), ('trait_agreeableness_00733_act_001', 0.19284437596797943), ('trait_agreeableness_00733_act_004', 0.1635812520980835), ('trait_agreeableness_00733_act_003', 0.11061763018369675)]"
as_pas_only,trait_agreeableness_00734,agreeableness,high,33,True,trait_agreeableness_00734_act_002,high,"{'trait_agreeableness_00734_act_001': 0.213833287358284, 'trait_agreeableness_00734_act_002': 0.22161264717578888, 'trait_agreeableness_00734_act_003': 0.1662953794002533, 'trait_agreeableness_00734_act_004': 0.2062540203332901}","[('trait_agreeableness_00734_act_002', 0.22161264717578888), ('trait_agreeableness_00734_act_001', 0.213833287358284), ('trait_agreeableness_00734_act_004', 0.2062540203332901), ('trait_agreeableness_00734_act_003', 0.1662953794002533)]"
as_pas_only,trait_agreeableness_00735,agreeableness,high,33,False,trait_agreeableness_00735_act_001,high,"{'trait_agreeableness_00735_act_001': 0.23600904643535614, 'trait_agreeableness_00735_act_002': 0.15681147575378418, 'trait_agreeableness_00735_act_003': 0.21511106193065643, 'trait_agreeableness_00735_act_004': 0.227329820394516}","[('trait_agreeableness_00735_act_001', 0.23600904643535614), ('trait_agreeableness_00735_act_004', 0.227329820394516), ('trait_agreeableness_00735_act_003', 0.21511106193065643), ('trait_agreeableness_00735_act_002', 0.15681147575378418)]"
as_pas_only,trait_agreeableness_00736,agreeableness,high,33,False,trait_agreeableness_00736_act_003,high,"{'trait_agreeableness_00736_act_001': 0.14699526131153107, 'trait_agreeableness_00736_act_002': 0.14480876922607422, 'trait_agreeableness_00736_act_003': 0.1998743712902069, 'trait_agreeableness_00736_act_004': 0.19039280712604523}","[('trait_agreeableness_00736_act_003', 0.1998743712902069), ('trait_agreeableness_00736_act_004', 0.19039280712604523), ('trait_agreeableness_00736_act_001', 0.14699526131153107), ('trait_agreeableness_00736_act_002', 0.14480876922607422)]"
as_pas_only,trait_agreeableness_00737,agreeableness,high,33,False,trait_agreeableness_00737_act_002,high,"{'trait_agreeableness_00737_act_001': 0.21993190050125122, 'trait_agreeableness_00737_act_002': 0.23751798272132874, 'trait_agreeableness_00737_act_003': 0.16923873126506805, 'trait_agreeableness_00737_act_004': 0.1620161235332489}","[('trait_agreeableness_00737_act_002', 0.23751798272132874), ('trait_agreeableness_00737_act_001', 0.21993190050125122), ('trait_agreeableness_00737_act_003', 0.16923873126506805), ('trait_agreeableness_00737_act_004', 0.1620161235332489)]"
as_pas_only,trait_agreeableness_00738,agreeableness,high,33,False,trait_agreeableness_00738_act_002,high,"{'trait_agreeableness_00738_act_001': 0.19284045696258545, 'trait_agreeableness_00738_act_002': 0.19729763269424438, 'trait_agreeableness_00738_act_003': 0.1756111979484558, 'trait_agreeableness_00738_act_004': 0.1622367799282074}","[('trait_agreeableness_00738_act_002', 0.19729763269424438), ('trait_agreeableness_00738_act_001', 0.19284045696258545), ('trait_agreeableness_00738_act_003', 0.1756111979484558), ('trait_agreeableness_00738_act_004', 0.1622367799282074)]"
as_pas_only,trait_agreeableness_00739,agreeableness,high,33,True,trait_agreeableness_00739_act_003,high,"{'trait_agreeableness_00739_act_001': 0.1718623787164688, 'trait_agreeableness_00739_act_002': 0.1418762356042862, 'trait_agreeableness_00739_act_003': 0.2440819889307022, 'trait_agreeableness_00739_act_004': 0.14526322484016418}","[('trait_agreeableness_00739_act_003', 0.2440819889307022), ('trait_agreeableness_00739_act_001', 0.1718623787164688), ('trait_agreeableness_00739_act_004', 0.14526322484016418), ('trait_agreeableness_00739_act_002', 0.1418762356042862)]"
as_pas_only,trait_agreeableness_00740,agreeableness,high,33,False,trait_agreeableness_00740_act_004,high,"{'trait_agreeableness_00740_act_001': 0.13700416684150696, 'trait_agreeableness_00740_act_002': 0.12167605757713318, 'trait_agreeableness_00740_act_003': 0.17430630326271057, 'trait_agreeableness_00740_act_004': 0.17607852816581726}","[('trait_agreeableness_00740_act_004', 0.17607852816581726), ('trait_agreeableness_00740_act_003', 0.17430630326271057), ('trait_agreeableness_00740_act_001', 0.13700416684150696), ('trait_agreeableness_00740_act_002', 0.12167605757713318)]"
as_pas_only,trait_agreeableness_00741,agreeableness,high,33,False,trait_agreeableness_00741_act_001,high,"{'trait_agreeableness_00741_act_001': 0.22915850579738617, 'trait_agreeableness_00741_act_002': 0.20779190957546234, 'trait_agreeableness_00741_act_003': 0.1293334811925888, 'trait_agreeableness_00741_act_004': 0.10318158566951752}","[('trait_agreeableness_00741_act_001', 0.22915850579738617), ('trait_agreeableness_00741_act_002', 0.20779190957546234), ('trait_agreeableness_00741_act_003', 0.1293334811925888), ('trait_agreeableness_00741_act_004', 0.10318158566951752)]"
as_pas_only,trait_agreeableness_00742,agreeableness,high,33,False,trait_agreeableness_00742_act_004,high,"{'trait_agreeableness_00742_act_001': 0.1206589788198471, 'trait_agreeableness_00742_act_002': 0.20903652906417847, 'trait_agreeableness_00742_act_003': 0.13727237284183502, 'trait_agreeableness_00742_act_004': 0.23882237076759338}","[('trait_agreeableness_00742_act_004', 0.23882237076759338), ('trait_agreeableness_00742_act_002', 0.20903652906417847), ('trait_agreeableness_00742_act_003', 0.13727237284183502), ('trait_agreeableness_00742_act_001', 0.1206589788198471)]"
as_pas_only,trait_agreeableness_00743,agreeableness,high,33,False,trait_agreeableness_00743_act_001,high,"{'trait_agreeableness_00743_act_001': 0.16636872291564941, 'trait_agreeableness_00743_act_002': 0.1270293891429901, 'trait_agreeableness_00743_act_003': 0.16016504168510437, 'trait_agreeableness_00743_act_004': 0.15583491325378418}","[('trait_agreeableness_00743_act_001', 0.16636872291564941), ('trait_agreeableness_00743_act_003', 0.16016504168510437), ('trait_agreeableness_00743_act_004', 0.15583491325378418), ('trait_agreeableness_00743_act_002', 0.1270293891429901)]"
as_pas_only,trait_agreeableness_00744,agreeableness,high,33,False,trait_agreeableness_00744_act_003,high,"{'trait_agreeableness_00744_act_001': 0.14098934829235077, 'trait_agreeableness_00744_act_002': 0.1510617434978485, 'trait_agreeableness_00744_act_003': 0.24832221865653992, 'trait_agreeableness_00744_act_004': 0.23498931527137756}","[('trait_agreeableness_00744_act_003', 0.24832221865653992), ('trait_agreeableness_00744_act_004', 0.23498931527137756), ('trait_agreeableness_00744_act_002', 0.1510617434978485), ('trait_agreeableness_00744_act_001', 0.14098934829235077)]"
as_pas_only,trait_agreeableness_00745,agreeableness,high,33,False,trait_agreeableness_00745_act_001,high,"{'trait_agreeableness_00745_act_001': 0.2445622682571411, 'trait_agreeableness_00745_act_002': 0.17185601592063904, 'trait_agreeableness_00745_act_003': 0.13574175536632538, 'trait_agreeableness_00745_act_004': 0.2049182951450348}","[('trait_agreeableness_00745_act_001', 0.2445622682571411), ('trait_agreeableness_00745_act_004', 0.2049182951450348), ('trait_agreeableness_00745_act_002', 0.17185601592063904), ('trait_agreeableness_00745_act_003', 0.13574175536632538)]"
as_pas_only,trait_agreeableness_00746,agreeableness,high,33,True,trait_agreeableness_00746_act_002,high,"{'trait_agreeableness_00746_act_001': 0.14347223937511444, 'trait_agreeableness_00746_act_002': 0.23851606249809265, 'trait_agreeableness_00746_act_003': 0.1416786164045334, 'trait_agreeableness_00746_act_004': 0.22372451424598694}","[('trait_agreeableness_00746_act_002', 0.23851606249809265), ('trait_agreeableness_00746_act_004', 0.22372451424598694), ('trait_agreeableness_00746_act_001', 0.14347223937511444), ('trait_agreeableness_00746_act_003', 0.1416786164045334)]"
as_pas_only,trait_agreeableness_00747,agreeableness,high,33,False,trait_agreeableness_00747_act_003,high,"{'trait_agreeableness_00747_act_001': 0.18488821387290955, 'trait_agreeableness_00747_act_002': 0.12877994775772095, 'trait_agreeableness_00747_act_003': 0.25395476818084717, 'trait_agreeableness_00747_act_004': 0.11686640232801437}","[('trait_agreeableness_00747_act_003', 0.25395476818084717), ('trait_agreeableness_00747_act_001', 0.18488821387290955), ('trait_agreeableness_00747_act_002', 0.12877994775772095), ('trait_agreeableness_00747_act_004', 0.11686640232801437)]"
as_pas_only,trait_agreeableness_00748,agreeableness,high,33,False,trait_agreeableness_00748_act_003,high,"{'trait_agreeableness_00748_act_001': 0.12159060686826706, 'trait_agreeableness_00748_act_002': 0.12762847542762756, 'trait_agreeableness_00748_act_003': 0.18831372261047363, 'trait_agreeableness_00748_act_004': 0.1727960854768753}","[('trait_agreeableness_00748_act_003', 0.18831372261047363), ('trait_agreeableness_00748_act_004', 0.1727960854768753), ('trait_agreeableness_00748_act_002', 0.12762847542762756), ('trait_agreeableness_00748_act_001', 0.12159060686826706)]"
as_pas_only,trait_agreeableness_00749,agreeableness,high,33,False,trait_agreeableness_00749_act_001,high,"{'trait_agreeableness_00749_act_001': 0.2409607172012329, 'trait_agreeableness_00749_act_002': 0.14792481064796448, 'trait_agreeableness_00749_act_003': 0.11513986438512802, 'trait_agreeableness_00749_act_004': 0.10473275929689407}","[('trait_agreeableness_00749_act_001', 0.2409607172012329), ('trait_agreeableness_00749_act_002', 0.14792481064796448), ('trait_agreeableness_00749_act_003', 0.11513986438512802), ('trait_agreeableness_00749_act_004', 0.10473275929689407)]"
