condition,persona,scenario_id,repeat,seed,model_name,model_dtype,alpha,layers,hook_target,token_aggregation,vector_normalized,vector_metadata,gen_config,generated_text,speech,parsed_action,final_action,parse_ok,tag_found,timestamp,git_commit,action_persona,action_alignment_category,speech_label,speech_action_agreement
as_only,aggressive,sc_001,10,42,Qwen/Qwen2.5-3B-Instruct,float16,2.0,"[18, 21, 24]",post_block_residual,last_input_token,True,"{'pair_count': 30, 'layers': [6, 9, 12, 18, 21, 24, 30, 33, 35], 'token_aggregation': 'last_input_token', 'normalized': True, 'original_norms': {'6': 3.55078125, '9': 5.4453125, '12': 7.69921875, '18': 11.984375, '21': 16.546875, '24': 19.609375, '30': 50.5, '33': 72.0, '35': 98.875}, 'layer_cosine_similarities': {'6-9': 0.49346160888671875, '9-12': 0.42568108439445496, '12-18': 0.4310711920261383, '18-21': 0.6700443029403687, '21-24': 0.6511378288269043, '24-30': 0.517493486404419, '30-33': 0.7486773133277893, '33-35': 0.842711865901947}, 'model_name': 'Qwen/Qwen2.5-3B-Instruct', 'model_dtype': 'float16', 'quantization': 'fp16', 'hook_target': 'post_block_residual'}","{'max_new_tokens': 128, 'temperature': 0.7, 'top_p': 0.9, 'do_sample': True}","우리가 먼저 왔으니 창고는 우리 것이다. 반항하면 후회할 줄 알아라.
[sc_001_act_001]","우리가 먼저 왔으니 창고는 우리 것이다. 반항하면 후회할 줄 알아라.
[sc_001_act_001]",sc_001_act_001,sc_001_act_001,False,False,1778846284.9168665,7f22982dac2cab108a010a5dd2ecee977b0d0e18,aggressive,aligned,neutral,False
as_only,aggressive,sc_001,11,42,Qwen/Qwen2.5-3B-Instruct,float16,2.0,"[18, 21, 24]",post_block_residual,last_input_token,True,"{'pair_count': 30, 'layers': [6, 9, 12, 18, 21, 24, 30, 33, 35], 'token_aggregation': 'last_input_token', 'normalized': True, 'original_norms': {'6': 3.55078125, '9': 5.4453125, '12': 7.69921875, '18': 11.984375, '21': 16.546875, '24': 19.609375, '30': 50.5, '33': 72.0, '35': 98.875}, 'layer_cosine_similarities': {'6-9': 0.49346160888671875, '9-12': 0.42568108439445496, '12-18': 0.4310711920261383, '18-21': 0.6700443029403687, '21-24': 0.6511378288269043, '24-30': 0.517493486404419, '30-33': 0.7486773133277893, '33-35': 0.842711865901947}, 'model_name': 'Qwen/Qwen2.5-3B-Instruct', 'model_dtype': 'float16', 'quantization': 'fp16', 'hook_target': 'post_block_residual'}","{'max_new_tokens': 128, 'temperature': 0.7, 'top_p': 0.9, 'do_sample': True}","우리가 먼저 왔으니 창고는 우리 것이다. 반항하면 후회할 줄 알아라.  
<Action>sc_001_act_001</Action>",우리가 먼저 왔으니 창고는 우리 것이다. 반항하면 후회할 줄 알아라.,sc_001_act_001,sc_001_act_001,True,True,1778846287.5333946,7f22982dac2cab108a010a5dd2ecee977b0d0e18,aggressive,aligned,neutral,False
as_only,aggressive,sc_001,12,42,Qwen/Qwen2.5-3B-Instruct,float16,2.0,"[18, 21, 24]",post_block_residual,last_input_token,True,"{'pair_count': 30, 'layers': [6, 9, 12, 18, 21, 24, 30, 33, 35], 'token_aggregation': 'last_input_token', 'normalized': True, 'original_norms': {'6': 3.55078125, '9': 5.4453125, '12': 7.69921875, '18': 11.984375, '21': 16.546875, '24': 19.609375, '30': 50.5, '33': 72.0, '35': 98.875}, 'layer_cosine_similarities': {'6-9': 0.49346160888671875, '9-12': 0.42568108439445496, '12-18': 0.4310711920261383, '18-21': 0.6700443029403687, '21-24': 0.6511378288269043, '24-30': 0.517493486404419, '30-33': 0.7486773133277893, '33-35': 0.842711865901947}, 'model_name': 'Qwen/Qwen2.5-3B-Instruct', 'model_dtype': 'float16', 'quantization': 'fp16', 'hook_target': 'post_block_residual'}","{'max_new_tokens': 128, 'temperature': 0.7, 'top_p': 0.9, 'do_sample': True}","우리가 먼저 왔으니 창고는 우리 것이다. 반항하면 후회할 줄 알아라.
[sc_001_act_001]sc_001_act_001</Action>","우리가 먼저 왔으니 창고는 우리 것이다. 반항하면 후회할 줄 알아라.
[sc_001_act_001]sc_001_act_001</Action>",sc_001_act_001,sc_001_act_001,False,False,1778846290.5269513,7f22982dac2cab108a010a5dd2ecee977b0d0e18,aggressive,aligned,neutral,False
as_only,aggressive,sc_001,13,42,Qwen/Qwen2.5-3B-Instruct,float16,2.0,"[18, 21, 24]",post_block_residual,last_input_token,True,"{'pair_count': 30, 'layers': [6, 9, 12, 18, 21, 24, 30, 33, 35], 'token_aggregation': 'last_input_token', 'normalized': True, 'original_norms': {'6': 3.55078125, '9': 5.4453125, '12': 7.69921875, '18': 11.984375, '21': 16.546875, '24': 19.609375, '30': 50.5, '33': 72.0, '35': 98.875}, 'layer_cosine_similarities': {'6-9': 0.49346160888671875, '9-12': 0.42568108439445496, '12-18': 0.4310711920261383, '18-21': 0.6700443029403687, '21-24': 0.6511378288269043, '24-30': 0.517493486404419, '30-33': 0.7486773133277893, '33-35': 0.842711865901947}, 'model_name': 'Qwen/Qwen2.5-3B-Instruct', 'model_dtype': 'float16', 'quantization': 'fp16', 'hook_target': 'post_block_residual'}","{'max_new_tokens': 128, 'temperature': 0.7, 'top_p': 0.9, 'do_sample': True}","우리가 먼저 왔으니 창고는 우리 것이다. 반항하면 후회할 줄 알아라.  
<sc_001_act_001>act_001</Action>","우리가 먼저 왔으니 창고는 우리 것이다. 반항하면 후회할 줄 알아라.  
<sc_001_act_001>act_001</Action>",sc_001_act_001,sc_001_act_001,False,False,1778846293.1853032,7f22982dac2cab108a010a5dd2ecee977b0d0e18,aggressive,aligned,neutral,False
as_only,aggressive,sc_001,14,42,Qwen/Qwen2.5-3B-Instruct,float16,2.0,"[18, 21, 24]",post_block_residual,last_input_token,True,"{'pair_count': 30, 'layers': [6, 9, 12, 18, 21, 24, 30, 33, 35], 'token_aggregation': 'last_input_token', 'normalized': True, 'original_norms': {'6': 3.55078125, '9': 5.4453125, '12': 7.69921875, '18': 11.984375, '21': 16.546875, '24': 19.609375, '30': 50.5, '33': 72.0, '35': 98.875}, 'layer_cosine_similarities': {'6-9': 0.49346160888671875, '9-12': 0.42568108439445496, '12-18': 0.4310711920261383, '18-21': 0.6700443029403687, '21-24': 0.6511378288269043, '24-30': 0.517493486404419, '30-33': 0.7486773133277893, '33-35': 0.842711865901947}, 'model_name': 'Qwen/Qwen2.5-3B-Instruct', 'model_dtype': 'float16', 'quantization': 'fp16', 'hook_target': 'post_block_residual'}","{'max_new_tokens': 128, 'temperature': 0.7, 'top_p': 0.9, 'do_sample': True}","우리가 먼저 왔으니 창고는 우리 것이다. 반항하면 후회할 줄 알아라.  
<Action>sc_001_act_001</Action>",우리가 먼저 왔으니 창고는 우리 것이다. 반항하면 후회할 줄 알아라.,sc_001_act_001,sc_001_act_001,True,True,1778846295.7717779,7f22982dac2cab108a010a5dd2ecee977b0d0e18,aggressive,aligned,neutral,False
as_only,aggressive,sc_001,15,42,Qwen/Qwen2.5-3B-Instruct,float16,2.0,"[18, 21, 24]",post_block_residual,last_input_token,True,"{'pair_count': 30, 'layers': [6, 9, 12, 18, 21, 24, 30, 33, 35], 'token_aggregation': 'last_input_token', 'normalized': True, 'original_norms': {'6': 3.55078125, '9': 5.4453125, '12': 7.69921875, '18': 11.984375, '21': 16.546875, '24': 19.609375, '30': 50.5, '33': 72.0, '35': 98.875}, 'layer_cosine_similarities': {'6-9': 0.49346160888671875, '9-12': 0.42568108439445496, '12-18': 0.4310711920261383, '18-21': 0.6700443029403687, '21-24': 0.6511378288269043, '24-30': 0.517493486404419, '30-33': 0.7486773133277893, '33-35': 0.842711865901947}, 'model_name': 'Qwen/Qwen2.5-3B-Instruct', 'model_dtype': 'float16', 'quantization': 'fp16', 'hook_target': 'post_block_residual'}","{'max_new_tokens': 128, 'temperature': 0.7, 'top_p': 0.9, 'do_sample': True}",우리 가문은 이 창고에서 살아남기 위해 이길 것이다. 너 같은 자식들이 이길 수 없으니.,우리 가문은 이 창고에서 살아남기 위해 이길 것이다. 너 같은 자식들이 이길 수 없으니.,,,False,False,1778846297.6330123,7f22982dac2cab108a010a5dd2ecee977b0d0e18,unknown,unknown,neutral,False
as_only,aggressive,sc_001,16,42,Qwen/Qwen2.5-3B-Instruct,float16,2.0,"[18, 21, 24]",post_block_residual,last_input_token,True,"{'pair_count': 30, 'layers': [6, 9, 12, 18, 21, 24, 30, 33, 35], 'token_aggregation': 'last_input_token', 'normalized': True, 'original_norms': {'6': 3.55078125, '9': 5.4453125, '12': 7.69921875, '18': 11.984375, '21': 16.546875, '24': 19.609375, '30': 50.5, '33': 72.0, '35': 98.875}, 'layer_cosine_similarities': {'6-9': 0.49346160888671875, '9-12': 0.42568108439445496, '12-18': 0.4310711920261383, '18-21': 0.6700443029403687, '21-24': 0.6511378288269043, '24-30': 0.517493486404419, '30-33': 0.7486773133277893, '33-35': 0.842711865901947}, 'model_name': 'Qwen/Qwen2.5-3B-Instruct', 'model_dtype': 'float16', 'quantization': 'fp16', 'hook_target': 'post_block_residual'}","{'max_new_tokens': 128, 'temperature': 0.7, 'top_p': 0.9, 'do_sample': True}","우리 가문은 이 창고에서 살아남을 것이라 확신하네. 다투지 않아야지.
<sc_001_act_001>","우리 가문은 이 창고에서 살아남을 것이라 확신하네. 다투지 않아야지.
<sc_001_act_001>",sc_001_act_001,sc_001_act_001,False,False,1778846300.1952903,7f22982dac2cab108a010a5dd2ecee977b0d0e18,aggressive,aligned,neutral,False
as_only,aggressive,sc_001,17,42,Qwen/Qwen2.5-3B-Instruct,float16,2.0,"[18, 21, 24]",post_block_residual,last_input_token,True,"{'pair_count': 30, 'layers': [6, 9, 12, 18, 21, 24, 30, 33, 35], 'token_aggregation': 'last_input_token', 'normalized': True, 'original_norms': {'6': 3.55078125, '9': 5.4453125, '12': 7.69921875, '18': 11.984375, '21': 16.546875, '24': 19.609375, '30': 50.5, '33': 72.0, '35': 98.875}, 'layer_cosine_similarities': {'6-9': 0.49346160888671875, '9-12': 0.42568108439445496, '12-18': 0.4310711920261383, '18-21': 0.6700443029403687, '21-24': 0.6511378288269043, '24-30': 0.517493486404419, '30-33': 0.7486773133277893, '33-35': 0.842711865901947}, 'model_name': 'Qwen/Qwen2.5-3B-Instruct', 'model_dtype': 'float16', 'quantization': 'fp16', 'hook_target': 'post_block_residual'}","{'max_new_tokens': 128, 'temperature': 0.7, 'top_p': 0.9, 'do_sample': True}","우리가 먼저 왔으니 창고는 우리 것이다. 반항하면 후회할 줄 알아라.
<Action>sc_001_act_001</Action>",우리가 먼저 왔으니 창고는 우리 것이다. 반항하면 후회할 줄 알아라.,sc_001_act_001,sc_001_act_001,True,True,1778846302.7652335,7f22982dac2cab108a010a5dd2ecee977b0d0e18,aggressive,aligned,neutral,False
as_only,aggressive,sc_001,18,42,Qwen/Qwen2.5-3B-Instruct,float16,2.0,"[18, 21, 24]",post_block_residual,last_input_token,True,"{'pair_count': 30, 'layers': [6, 9, 12, 18, 21, 24, 30, 33, 35], 'token_aggregation': 'last_input_token', 'normalized': True, 'original_norms': {'6': 3.55078125, '9': 5.4453125, '12': 7.69921875, '18': 11.984375, '21': 16.546875, '24': 19.609375, '30': 50.5, '33': 72.0, '35': 98.875}, 'layer_cosine_similarities': {'6-9': 0.49346160888671875, '9-12': 0.42568108439445496, '12-18': 0.4310711920261383, '18-21': 0.6700443029403687, '21-24': 0.6511378288269043, '24-30': 0.517493486404419, '30-33': 0.7486773133277893, '33-35': 0.842711865901947}, 'model_name': 'Qwen/Qwen2.5-3B-Instruct', 'model_dtype': 'float16', 'quantization': 'fp16', 'hook_target': 'post_block_residual'}","{'max_new_tokens': 128, 'temperature': 0.7, 'top_p': 0.9, 'do_sample': True}","우리가 먼저 왔으니 창고는 우리 것이다. 반항하면 후회할 줄 알아라.
[sc_001_act_001]","우리가 먼저 왔으니 창고는 우리 것이다. 반항하면 후회할 줄 알아라.
[sc_001_act_001]",sc_001_act_001,sc_001_act_001,False,False,1778846305.1424181,7f22982dac2cab108a010a5dd2ecee977b0d0e18,aggressive,aligned,neutral,False
as_only,aggressive,sc_001,19,42,Qwen/Qwen2.5-3B-Instruct,float16,2.0,"[18, 21, 24]",post_block_residual,last_input_token,True,"{'pair_count': 30, 'layers': [6, 9, 12, 18, 21, 24, 30, 33, 35], 'token_aggregation': 'last_input_token', 'normalized': True, 'original_norms': {'6': 3.55078125, '9': 5.4453125, '12': 7.69921875, '18': 11.984375, '21': 16.546875, '24': 19.609375, '30': 50.5, '33': 72.0, '35': 98.875}, 'layer_cosine_similarities': {'6-9': 0.49346160888671875, '9-12': 0.42568108439445496, '12-18': 0.4310711920261383, '18-21': 0.6700443029403687, '21-24': 0.6511378288269043, '24-30': 0.517493486404419, '30-33': 0.7486773133277893, '33-35': 0.842711865901947}, 'model_name': 'Qwen/Qwen2.5-3B-Instruct', 'model_dtype': 'float16', 'quantization': 'fp16', 'hook_target': 'post_block_residual'}","{'max_new_tokens': 128, 'temperature': 0.7, 'top_p': 0.9, 'do_sample': True}","우리가 먼저 왔으니 창고는 우리 것이다. 반항하면 후회할 줄 알아라.
[sc_001_act_001]","우리가 먼저 왔으니 창고는 우리 것이다. 반항하면 후회할 줄 알아라.
[sc_001_act_001]",sc_001_act_001,sc_001_act_001,False,False,1778846307.353456,7f22982dac2cab108a010a5dd2ecee977b0d0e18,aggressive,aligned,neutral,False
